Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1987,21,1951,SEA,Seattle Supersonics,22.0,NBA,PG,14,356,13.5,0.49,0.0,0.39,3.7,14.2,8.5,39.2,1.9,1.8,26.4,11.3,0.2,0.4,0.6,0.08,0.8,1.5,2.2,0.4
1988,21,1951,SEA,Seattle Supersonics,23.0,NBA,PG,5,127,11.4,0.4,0.03,0.4,5.6,12.7,9.4,30.1,0.8,1.5,16.3,15.9,0.0,0.0,0.1,0.02,-0.2,-1.8,-1.9,0.0
1989,21,1951,SEA,Seattle Supersonics,24.0,NBA,PG,8,200,15.8,0.53,0.05,0.62,4.8,9.6,7.1,42.8,2.5,1.6,27.1,14.5,0.2,0.2,0.3,0.08,1.9,1.4,3.2,0.3
1991,21,1951,SEA,Seattle Supersonics,26.0,NBA,SG,5,95,9.7,0.28,0.09,0.17,7.5,15.3,11.4,32.0,3.2,0.7,10.8,12.5,-0.1,0.1,0.1,0.04,-1.8,2.1,0.3,0.1
1992,21,1951,SEA,Seattle Supersonics,27.0,NBA,PG,9,246,15.2,0.48,0.31,0.17,7.0,9.7,8.3,37.7,3.4,0.8,19.8,19.6,0.2,0.2,0.3,0.06,1.8,1.8,3.6,0.4
1993,21,1951,SEA,Seattle Supersonics,28.0,NBA,PG,19,415,15.3,0.39,0.23,0.29,5.6,13.8,9.4,34.7,5.2,1.9,17.7,15.0,0.1,0.7,0.8,0.09,0.5,5.2,5.6,0.8
1994,21,1951,SEA,Seattle Supersonics,29.0,NBA,PG,5,109,7.4,0.39,0.44,0.16,6.1,10.6,8.3,15.6,3.0,0.7,15.7,13.5,-0.1,0.2,0.1,0.04,-3.2,1.2,-2.1,0.0
1995,21,1951,SEA,Seattle Supersonics,30.0,NBA,PG,4,113,15.0,0.4,0.35,0.09,7.6,12.1,9.8,38.1,4.9,1.7,22.7,12.4,0.1,0.2,0.3,0.13,0.6,5.4,6.0,0.2
1996,21,1951,SEA,Seattle Supersonics,31.0,NBA,PG,19,385,13.9,0.56,0.58,0.2,4.6,17.2,11.4,22.1,3.3,1.1,21.0,11.9,0.4,0.7,1.1,0.14,1.2,4.4,5.6,0.7
1997,21,1951,SEA,Seattle Supersonics,32.0,NBA,PG,3,41,-3.0,0.0,1.0,0.0,2.7,11.5,7.0,9.7,1.3,0.0,50.0,4.4,-0.1,0.0,0.0,-0.05,-10.6,0.5,-10.2,-0.1
1998,21,1951,SEA,Seattle Supersonics,33.0,NBA,SG,7,99,10.0,0.42,0.67,0.11,2.5,16.7,9.7,22.2,1.7,1.7,9.6,10.0,0.1,0.0,0.1,0.06,-2.5,2.1,-0.4,0.0
