Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,23,418,PHI,Philadelphia 76Ers,Rodney Buford,"November 2, 1977",23.0,NBA,SF,15.0,72.0,7.4,0.42,0.25,0.08,7.7,11.3,9.5,7.0,3.1,1.1,13.9,18.4,-0.1,0.1,0.0,0.02,-4.6,0.5,-4.2,0.0
2004,26,418,SAC,Sacramento Kings,Rodney Buford,"November 2, 1977",26.0,NBA,SF,5.0,32.0,16.6,0.47,0.25,0.17,0.0,15.8,8.2,16.4,3.2,0.0,0.0,18.0,0.0,0.0,0.1,0.12,1.1,4.3,5.4,0.1
2005,3,418,NJN,New Jersey Nets,Rodney Buford,"November 2, 1977",27.0,NBA,SF,3.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.03,-3.1,-2.2,-5.3,0.0
