PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Harris,27,5,5,29.8,3.2,8.6,0.37200000000000005,0.8,4.2,0.19,2.4,4.4,0.545,0.419,1.6,1.6,1.0,1.2,3.0,4.2,0.6,0.6,0.0,1.8,2.4,8.8
D'Angelo Russell,22,5,5,29.6,7.4,20.6,0.359,2.4,7.4,0.324,5.0,13.2,0.379,0.41700000000000004,2.2,2.6,0.846,0.4,3.2,3.6,3.6,1.4,0.2,2.8,2.4,19.4
Caris LeVert,24,5,2,28.8,7.2,14.6,0.493,2.4,5.2,0.462,4.8,9.4,0.511,0.575,4.2,5.8,0.7240000000000001,1.2,3.4,4.6,3.0,1.0,0.4,2.0,1.6,21.0
Spencer Dinwiddie,25,5,0,26.2,5.4,12.4,0.435,1.8,4.8,0.375,3.6,7.6,0.474,0.508,2.0,2.8,0.7140000000000001,0.8,1.8,2.6,1.6,0.4,0.0,1.6,2.0,14.6
DeMarre Carroll,32,5,3,23.8,1.8,7.6,0.237,1.4,4.8,0.292,0.4,2.8,0.14300000000000002,0.32899999999999996,1.6,1.6,1.0,1.2,2.8,4.0,0.4,0.8,0.0,0.6,1.6,6.6
Jarrett Allen,20,5,5,22.0,3.8,6.4,0.594,0.0,0.0,,3.8,6.4,0.594,0.594,3.4,4.0,0.85,3.0,3.8,6.8,2.2,0.6,0.6,1.6,2.6,11.0
Jared Dudley,33,4,2,20.5,0.8,2.8,0.273,0.5,2.3,0.222,0.3,0.5,0.5,0.364,1.0,1.0,1.0,0.0,0.5,0.5,2.8,0.8,0.3,1.0,2.5,3.0
Rodions Kurucs,20,4,3,17.0,2.0,5.0,0.4,0.5,2.0,0.25,1.5,3.0,0.5,0.45,1.8,2.3,0.778,1.5,3.5,5.0,0.8,0.5,0.0,0.5,2.5,6.3
Treveon Graham,25,5,0,15.8,0.4,2.0,0.2,0.0,1.4,0.0,0.4,0.6,0.667,0.2,0.6,1.2,0.5,0.6,1.6,2.2,0.6,0.4,0.2,0.6,2.0,1.4
Rondae Hollis-Jefferson,24,4,0,15.5,4.0,8.3,0.485,0.3,0.3,1.0,3.8,8.0,0.469,0.5,5.0,6.3,0.8,0.8,2.3,3.0,1.5,0.3,1.3,0.8,1.8,13.3
Ed Davis,29,3,0,13.7,2.3,3.3,0.7,0.0,0.0,,2.3,3.3,0.7,0.7,0.7,0.7,1.0,1.3,5.0,6.3,0.7,0.0,0.3,0.0,3.0,5.3
Shabazz Napier,27,3,0,9.3,2.3,3.7,0.636,1.0,1.7,0.6,1.3,2.0,0.667,0.773,2.3,2.7,0.875,0.7,1.7,2.3,3.7,0.3,0.0,0.0,0.3,8.0
DeMarre Carroll,19,2,0,7.5,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.5,2.0,2.0
Theo Pinson,23,3,0,7.3,1.0,2.7,0.375,1.0,2.3,0.429,0.0,0.3,0.0,0.563,0.0,0.0,,0.0,1.0,1.0,1.0,0.7,0.0,0.3,0.0,3.0
