Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
240,1047.0,980.0,31.21,4.69,11.09,0.42,1.48,4.01,0.37,3.19,7.1,0.45,0.49,1.86,2.35,0.79,0.43,2.46,2.88,4.96,1.04,0.12,1.92,1.93,12.74
