Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2002,23.0,SAC,NBA,PG,16.0,16.0,661.0,8.8,19.9,0.444,1.9,4.6,0.424,6.9,15.3,0.449,5.5,6.7,0.826,1.1,3.6,4.6,6.2,1.8,0.2,2.9,2.3,25.1,,113.0,107.0
2003,24.0,SAC,NBA,PG,12.0,12.0,404.0,7.2,16.9,0.422,1.4,4.9,0.282,5.8,12.0,0.479,3.4,4.3,0.794,1.0,2.9,3.9,7.5,1.8,0.6,2.3,3.9,19.1,,110.0,112.0
2004,25.0,SAC,NBA,PG,12.0,12.0,497.0,8.7,20.3,0.429,2.5,5.7,0.436,6.2,14.6,0.426,5.0,5.7,0.873,0.9,4.2,5.2,8.7,2.4,0.5,3.6,4.1,24.8,,108.0,103.0
2005,26.0,SAC,NBA,PG,5.0,5.0,200.0,9.6,24.4,0.391,1.3,6.1,0.217,8.2,18.3,0.449,5.6,7.2,0.778,1.3,4.5,5.8,8.8,1.9,0.5,3.4,2.9,26.0,,103.0,119.0
2006,27.0,SAC,NBA,PG,6.0,6.0,255.0,6.9,19.7,0.348,1.9,5.6,0.346,4.9,14.1,0.348,5.8,6.4,0.9,1.3,3.6,4.9,6.6,1.9,0.0,3.9,3.6,21.4,,100.0,121.0
2008,29.0,ATL,NBA,PG,7.0,7.0,252.0,4.9,14.4,0.338,1.6,5.3,0.292,3.3,9.1,0.366,4.7,7.1,0.656,0.7,4.2,4.9,4.9,0.9,0.4,2.9,2.7,16.0,,94.0,119.0
2009,30.0,ATL,NBA,PG,11.0,11.0,390.0,7.3,15.8,0.462,3.9,7.2,0.542,3.4,8.7,0.397,3.1,3.3,0.955,0.9,4.6,5.5,6.9,1.5,0.3,3.6,5.1,21.7,,115.0,113.0
2010,31.0,ATL,NBA,PG,11.0,11.0,292.0,6.9,15.3,0.45,2.7,6.5,0.412,4.2,8.8,0.478,1.3,1.9,0.7,1.0,4.4,5.4,5.4,1.7,0.0,2.3,5.0,17.8,,111.0,114.0
2011,32.0,MIA,NBA,PG,20.0,20.0,415.0,3.6,12.9,0.281,2.3,8.8,0.258,1.3,4.0,0.333,0.3,0.5,0.5,0.7,4.2,4.8,3.1,1.5,0.8,2.3,4.0,9.8,,78.0,107.0
2012,33.0,NYK,NBA,PG,5.0,1.0,118.0,4.2,10.8,0.391,3.3,8.0,0.412,0.9,2.8,0.333,0.9,1.4,0.667,1.4,8.4,9.8,6.1,0.5,0.0,1.9,3.3,12.6,,118.0,113.0
