Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1999,27,SAS,San Antonio Spurs,33,Antonio Daniels,PG,6-4,195,1975-03-19,US,1,Bowling Green
1999,27,SAS,San Antonio Spurs,21,Tim Duncan,PF,6-11,250,1976-04-25,VI,1,Wake Forest
1999,27,SAS,San Antonio Spurs,17,Mario Elie,SG,6-5,210,1963-11-26,US,8,American International College
1999,27,SAS,San Antonio Spurs,32,Sean Elliott,SF,6-8,205,1968-02-02,US,9,Arizona
1999,27,SAS,San Antonio Spurs,10,Andrew Gaze,SG,6-7,205,1965-07-24,AU,1,Seton Hall
1999,27,SAS,San Antonio Spurs,2,Jaren Jackson,SG,6-4,190,1967-10-27,US,8,Georgetown
1999,27,SAS,San Antonio Spurs,6,Avery Johnson,PG,5-10,175,1965-03-25,US,10,"Cameron University, Southern University and A&M College"
1999,27,SAS,San Antonio Spurs,4,Steve Kerr,PG,6-3,175,1965-09-27,LB,10,Arizona
1999,27,SAS,San Antonio Spurs,25,Jerome Kersey,SF,6-7,215,1962-06-26,US,14,Longwood University
1999,27,SAS,San Antonio Spurs,54,Gerard King,SF,6-9,230,1972-11-25,US,R,Nicholls State
1999,27,SAS,San Antonio Spurs,41,Will Perdue,C,7-0,240,1965-08-29,US,10,Vanderbilt
1999,27,SAS,San Antonio Spurs,50,David Robinson,C,7-1,235,1965-08-06,US,9,United States Naval Academy
1999,27,SAS,San Antonio Spurs,31,Malik Rose,PF,6-7,250,1974-11-23,US,2,Drexel
1999,27,SAS,San Antonio Spurs,11,Brandon Williams,SG,6-6,215,1975-02-27,US,1,Davidson
