PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Blue Edwards,30,82,82,33.8,4.9,11.7,0.419,1.0,3.0,0.34299999999999997,3.9,8.7,0.446,0.46299999999999997,1.9,2.5,0.755,1.2,3.0,4.2,2.6,1.4,0.6,2.1,3.0,12.7
Bryant Reeves,22,77,63,31.9,5.2,11.4,0.457,0.0,0.0,0.0,5.2,11.4,0.45899999999999996,0.457,2.8,3.9,0.732,2.3,5.1,7.4,1.4,0.6,0.7,2.0,2.9,13.3
Benoit Benjamin,31,13,13,31.1,5.5,12.4,0.441,0.0,0.0,,5.5,12.4,0.441,0.441,3.0,4.3,0.696,2.4,5.5,7.9,1.2,0.8,1.2,2.6,3.1,13.9
Greg Anthony,28,69,68,30.4,4.7,11.3,0.415,1.3,3.9,0.332,3.4,7.4,0.45899999999999996,0.47200000000000003,3.3,4.3,0.7709999999999999,0.4,2.1,2.5,6.9,1.7,0.2,2.3,2.0,14.0
Gerald Wilkins,32,28,14,26.4,2.8,7.3,0.376,0.5,2.3,0.21899999999999997,2.3,5.0,0.447,0.41,0.7,0.8,0.87,0.8,1.5,2.3,2.4,0.8,0.1,1.3,2.0,6.7
Chris King,26,80,66,24.1,3.1,7.3,0.42700000000000005,0.6,1.4,0.389,2.6,5.9,0.436,0.465,1.1,1.7,0.662,1.3,2.3,3.6,1.3,0.9,0.4,1.3,2.0,7.9
Byron Scott,34,80,0,23.7,3.4,8.5,0.401,0.9,2.8,0.335,2.5,5.7,0.433,0.456,2.5,3.0,0.835,0.5,1.9,2.4,1.5,0.8,0.3,1.3,1.6,10.2
Eric Murdock,27,64,14,23.1,3.4,8.1,0.42200000000000004,0.6,1.9,0.32,2.8,6.2,0.45399999999999996,0.46,1.7,2.0,0.809,0.3,2.1,2.4,4.6,2.0,0.1,1.9,1.9,9.1
Kenny Gattison,31,25,14,22.8,3.6,7.6,0.479,0.0,0.0,,3.6,7.6,0.479,0.479,1.9,3.1,0.603,1.4,3.2,4.6,0.6,0.4,0.4,1.6,3.0,9.2
Antonio Harvey,25,18,6,22.8,2.2,5.3,0.41100000000000003,0.0,0.1,0.0,2.2,5.2,0.419,0.41100000000000003,1.1,2.4,0.465,1.5,3.7,5.2,0.5,0.8,1.2,1.0,2.1,5.4
Anthony Avent,26,71,32,22.3,2.5,6.6,0.384,0.0,0.0,,2.5,6.6,0.384,0.384,0.8,1.1,0.74,1.5,3.5,5.0,1.0,0.4,0.6,1.5,2.8,5.8
Ashraf Amaya,24,54,34,20.4,2.2,4.7,0.48,0.0,0.0,0.0,2.2,4.6,0.48200000000000004,0.48,1.8,2.8,0.6509999999999999,2.1,3.5,5.6,0.6,0.4,0.2,1.1,2.8,6.3
Eric Mobley,25,34,1,18.0,2.1,3.9,0.55,0.0,0.1,0.5,2.1,3.8,0.55,0.5529999999999999,1.1,2.4,0.446,1.5,2.3,3.8,0.6,0.4,0.7,1.4,2.4,5.4
Darrick Martin,24,24,0,16.8,2.5,5.5,0.45,0.2,0.9,0.22699999999999998,2.3,4.5,0.495,0.469,1.6,1.9,0.826,0.5,1.0,1.6,2.5,1.1,0.0,1.5,2.0,6.7
Doug Edwards,25,31,0,16.7,1.0,2.9,0.35200000000000004,0.0,0.1,0.0,1.0,2.8,0.368,0.35200000000000004,0.9,1.2,0.763,1.1,1.7,2.8,1.3,0.3,0.6,0.9,1.6,3.0
Lawrence Moten,23,44,3,13.0,2.5,5.6,0.45299999999999996,0.4,1.3,0.327,2.1,4.4,0.49,0.49,1.1,1.7,0.653,0.8,0.6,1.4,1.1,0.7,0.2,1.0,1.2,6.6
Rich Manning,25,29,0,10.7,1.7,3.9,0.434,0.0,0.0,0.0,1.7,3.9,0.43799999999999994,0.434,0.3,0.5,0.643,0.6,1.3,1.9,0.2,0.1,0.2,0.6,1.3,3.7
Cuonzo Martin,24,4,0,4.8,0.8,1.3,0.6,0.8,0.8,1.0,0.0,0.5,0.0,0.9,0.0,0.5,0.0,0.3,0.3,0.5,0.5,0.3,0.0,0.3,0.3,2.3
