PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Dennis Scott,27,82,82,37.1,6.0,13.6,0.44,3.3,7.7,0.425,2.7,6.0,0.45799999999999996,0.5589999999999999,2.2,2.7,0.82,0.8,3.0,3.8,3.0,1.1,0.4,1.5,2.1,17.5
Anfernee Hardaway,24,82,82,36.8,7.6,14.8,0.513,1.1,3.5,0.314,6.5,11.4,0.573,0.5489999999999999,5.4,7.1,0.767,1.6,2.7,4.3,7.1,2.0,0.5,2.8,2.0,21.7
Horace Grant,30,63,62,36.3,5.5,10.7,0.513,0.0,0.1,0.16699999999999998,5.5,10.7,0.516,0.513,2.4,3.3,0.7340000000000001,2.8,6.4,9.2,2.7,1.0,1.2,1.0,2.3,13.4
Shaquille O'Neal,23,54,52,36.0,11.0,19.1,0.573,0.0,0.0,0.5,10.9,19.1,0.573,0.574,4.6,9.5,0.48700000000000004,3.4,7.7,11.0,2.9,0.6,2.1,2.9,3.6,26.6
Nick Anderson,28,77,77,35.3,5.2,11.7,0.442,2.2,5.6,0.391,3.0,6.2,0.489,0.535,2.2,3.1,0.6920000000000001,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7
Brian Shaw,29,75,1,22.4,2.4,6.5,0.374,0.5,1.9,0.285,1.9,4.6,0.41200000000000003,0.41700000000000004,1.2,1.5,0.7979999999999999,0.8,2.2,3.0,4.5,0.8,0.1,2.3,2.1,6.6
Jon Koncak,32,67,35,19.2,1.3,2.6,0.48,0.0,0.1,0.33299999999999996,1.2,2.5,0.488,0.489,0.5,0.9,0.561,0.9,3.1,4.1,0.8,0.4,0.7,0.6,3.4,3.0
Joe Wolf,31,63,8,16.6,2.1,4.2,0.515,0.0,0.1,0.0,2.1,4.1,0.527,0.515,0.3,0.5,0.7240000000000001,0.8,2.2,2.9,1.0,0.2,0.1,0.6,2.6,4.6
Donald Royal,29,64,7,15.0,1.7,3.4,0.491,0.0,0.0,0.0,1.7,3.3,0.495,0.491,2.0,2.6,0.762,0.9,1.5,2.4,0.7,0.5,0.2,0.8,1.5,5.3
Jeff Turner,33,13,0,14.8,1.4,3.9,0.353,0.7,2.1,0.33299999999999996,0.7,1.8,0.375,0.441,0.2,0.2,1.0,0.8,1.4,2.2,0.5,0.2,0.1,0.8,2.5,3.6
Anthony Bowie,32,74,4,14.6,1.7,3.7,0.47100000000000003,0.2,0.4,0.387,1.6,3.3,0.48100000000000004,0.493,0.5,0.6,0.87,0.5,1.1,1.7,1.4,0.5,0.1,0.7,1.5,4.2
Anthony Bonner,27,4,0,10.8,1.3,3.8,0.33299999999999996,0.0,0.0,,1.3,3.8,0.33299999999999996,0.33299999999999996,0.8,1.8,0.429,1.5,3.3,4.8,1.0,0.8,0.0,0.8,2.8,3.3
David Vaughn,22,33,0,8.1,0.8,2.4,0.33799999999999997,0.0,0.0,0.0,0.8,2.4,0.342,0.33799999999999997,0.3,0.5,0.556,1.0,1.4,2.4,0.2,0.2,0.5,0.5,2.1,1.9
Brooks Thompson,25,33,0,7.5,1.5,3.1,0.466,0.8,1.9,0.391,0.7,1.2,0.59,0.5870000000000001,0.6,0.8,0.7040000000000001,0.1,0.6,0.7,0.9,0.4,0.0,0.7,1.1,4.2
Darrell Armstrong,27,13,0,3.2,1.2,2.5,0.5,0.5,0.9,0.5,0.8,1.5,0.5,0.594,0.3,0.3,1.0,0.0,0.2,0.2,0.4,0.5,0.0,0.5,0.3,3.2
Geert Hammink,26,3,0,2.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.7,1.3,0.5,0.7,0.3,1.0,0.0,0.0,0.0,0.7,0.3,1.3
