Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,21,OKC,Oklahoma City Thunder,Kevin Durant,20.0,74,74.0,2885,661,1390,0.48,97,230,0.42,564,1160,0.49,0.51,452,524,0.86,77,405,482,205,96,53,225,134,1871
2009,21,OKC,Oklahoma City Thunder,Jeff Green,22.0,78,78.0,2873,476,1068,0.45,96,247,0.39,380,821,0.46,0.49,242,307,0.79,120,399,519,155,81,33,173,202,1290
2009,21,OKC,Oklahoma City Thunder,Russell Westbrook,20.0,82,65.0,2668,436,1095,0.4,35,129,0.27,401,966,0.42,0.41,349,428,0.82,178,221,399,435,110,16,274,191,1256
2009,21,OKC,Oklahoma City Thunder,Nick Collison,28.0,71,40.0,1831,243,428,0.57,0,2,0.0,243,426,0.57,0.57,98,136,0.72,181,308,489,66,51,50,73,239,584
2009,21,OKC,Oklahoma City Thunder,Earl Watson,29.0,68,18.0,1776,174,453,0.38,20,85,0.24,154,368,0.42,0.41,80,106,0.76,36,147,183,391,50,11,156,137,448
2009,21,OKC,Oklahoma City Thunder,Kyle Weaver,22.0,56,19.0,1166,113,246,0.46,32,93,0.34,81,153,0.53,0.52,41,58,0.71,31,99,130,101,47,25,69,81,299
2009,21,OKC,Oklahoma City Thunder,Nenad Krstic,25.0,46,29.0,1141,191,407,0.47,0,0,,191,407,0.47,0.47,63,79,0.8,85,168,253,29,21,49,45,114,445
2009,21,OKC,Oklahoma City Thunder,Desmond Mason,31.0,39,19.0,1064,124,285,0.44,0,3,0.0,124,282,0.44,0.44,46,85,0.54,41,116,157,46,15,30,56,96,294
2009,21,OKC,Oklahoma City Thunder,Chris Wilcox,26.0,37,6.0,719,130,268,0.48,0,3,0.0,130,265,0.49,0.48,52,87,0.6,65,130,195,33,18,11,55,89,312
2009,21,OKC,Oklahoma City Thunder,Thabo Sefolosha,24.0,23,22.0,718,73,175,0.42,9,37,0.24,64,138,0.46,0.44,40,48,0.83,28,91,119,46,40,26,27,54,195
2009,21,OKC,Oklahoma City Thunder,Joe Smith,33.0,36,3.0,691,99,218,0.45,2,4,0.5,97,214,0.45,0.46,38,54,0.7,53,110,163,25,10,26,15,72,238
2009,21,OKC,Oklahoma City Thunder,Damien Wilkins,29.0,41,14.0,636,77,213,0.36,27,72,0.38,50,141,0.36,0.42,37,46,0.8,20,50,70,37,22,7,37,55,218
2009,21,OKC,Oklahoma City Thunder,Robert Swift,23.0,26,10.0,343,37,71,0.52,0,0,,37,71,0.52,0.52,12,16,0.75,21,68,89,9,5,17,8,50,86
2009,21,OKC,Oklahoma City Thunder,Johan Petro,23.0,22,12.0,342,46,113,0.41,0,1,0.0,46,112,0.41,0.41,10,15,0.67,27,68,95,6,16,5,15,51,102
2009,21,OKC,Oklahoma City Thunder,Malik Rose,34.0,20,0.0,310,34,90,0.38,0,3,0.0,34,87,0.39,0.38,32,40,0.8,13,52,65,26,9,2,19,48,100
2009,21,OKC,Oklahoma City Thunder,Chucky Atkins,34.0,19,0.0,297,25,86,0.29,10,40,0.25,15,46,0.33,0.35,11,12,0.92,5,13,18,31,8,1,13,22,71
2009,21,OKC,Oklahoma City Thunder,Shaun Livingston,23.0,8,1.0,190,28,52,0.54,0,0,,28,52,0.54,0.54,6,6,1.0,3,23,26,16,5,2,6,8,62
2009,21,OKC,Oklahoma City Thunder,D.J. White,22.0,7,0.0,130,26,50,0.52,0,0,,26,50,0.52,0.52,10,13,0.77,10,22,32,6,3,5,3,10,62
2009,21,OKC,Oklahoma City Thunder,Mouhamed Sene,22.0,5,0.0,23,5,7,0.71,0,0,,5,7,0.71,0.71,7,9,0.78,3,6,9,0,1,2,3,2,17
2009,21,OKC,Oklahoma City Thunder,Steven Hill,23.0,1,0.0,2,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,2,1,3,0,0,0,0,0,2
2009,21,OKC,Oklahoma City Thunder,Team Totals,,82,,19805,2999,6716,0.45,328,949,0.35,2671,5767,0.46,0.47,1626,2069,0.79,999,2497,3496,1663,608,371,1330,1655,7952
