NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
34,Charles Barkley,PF,6-6,252,1963-02-20,US,2,Auburn
10,Maurice Cheeks,PG,6-1,180,1956-09-08,US,8,West Texas A&M University
14,Steve Colter,PG,6-3,165,1962-07-24,US,2,New Mexico State
6,Julius Erving,SF,6-7,210,1950-02-22,US,15,UMass
12,World B. Free,SG,6-2,185,1953-12-09,US,11,Guilford College
21,Kenny Green,SF,6-6,210,1964-10-11,US,1,Wake Forest
23,Roy Hinson,SF,6-9,210,1961-05-02,US,3,Rutgers University
11,Jim Lampley,C,6-10,230,1960-07-02,US,R,"Vanderbilt, Little Rock"
40,Tim McCormick,C,6-11,240,1962-03-10,US,2,Michigan
31,Mark McNamara,C,6-11,235,1959-06-08,US,3,"Santa Clara, California"
4,Cliff Robinson,PF,6-9,220,1960-03-13,US,7,USC
43,Jeff Ruland,PF,6-10,240,1958-12-16,US,5,Iona College
3,Sedale Threatt,PG,6-2,175,1961-09-10,US,3,West Virginia Tech
22,Andrew Toney,SG,6-3,178,1957-11-23,US,6,Louisiana
20,Danny Vranes,SF,6-7,210,1958-10-29,US,5,Utah
25,David Wingate,SG,6-5,185,1963-12-15,US,R,Georgetown
