NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,John Bagley,PG,6-0,185,1960-04-23,US,4,Boston College
23,Tyrone Corbin,SF,6-6,210,1962-12-31,US,1,DePaul
43,Brad Daugherty,C,7-0,245,1965-10-19,US,R,UNC
3,Craig Ehlo,SG,6-6,180,1961-08-11,US,3,Washington State
4,Ron Harper,SG,6-6,185,1964-01-20,US,R,Miami University
35,Phil Hubbard,SF,6-8,215,1956-12-13,US,7,Michigan
24,Keith Lee,PF,6-10,215,1962-12-28,US,1,Memphis
20,Scooter McCray,PF,6-9,215,1960-02-08,US,2,Louisville
14,Dirk Minniefield,PG,6-3,180,1961-01-17,US,1,Kentucky
22,Johnny Newman,SF,6-7,190,1963-11-28,US,R,Richmond
50,Ben Poquette,PF,6-9,235,1955-05-07,US,9,Central Michigan University
25,Mark Price,PG,6-0,170,1964-02-15,US,R,Georgia Tech
54,Melvin Turpin,C,6-11,240,1960-12-28,US,2,Kentucky
41,Mark West,C,6-10,230,1960-11-05,US,3,Old Dominion
18,Hot Rod Williams,PF,6-11,215,1962-08-09,US,R,Tulane
