Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,20,NYK,New York Knicks,7,Carmelo Anthony,PF,6-8,238,1984-05-29,US,9,Syracuse
2013,20,NYK,New York Knicks,42,Earl Barron,C,7-0,250,1981-08-14,US,6,Memphis
2013,20,NYK,New York Knicks,11,Ronnie Brewer,SF,6-7,220,1985-03-20,US,6,Arkansas
2013,20,NYK,New York Knicks,23,Marcus Camby,PF,6-11,220,1974-03-22,US,16,UMass
2013,20,NYK,New York Knicks,6,Tyson Chandler,C,7-0,235,1982-10-02,US,11,
2013,20,NYK,New York Knicks,14,Chris Copeland,PF,6-9,239,1984-03-17,US,R,Colorado
2013,20,NYK,New York Knicks,2,Raymond Felton,PG,6-1,205,1984-06-26,US,7,UNC
2013,20,NYK,New York Knicks,54,Solomon Jones,PF,6-10,230,1984-07-16,US,6,South Florida
2013,20,NYK,New York Knicks,5,Jason Kidd,SG,6-4,205,1973-03-23,US,18,California
2013,20,NYK,New York Knicks,3,Kenyon Martin,C,6-9,234,1977-12-30,US,12,Cincinnati
2013,20,NYK,New York Knicks,16,Steve Novak,SF,6-10,225,1983-06-13,US,6,Marquette
2013,20,NYK,New York Knicks,9,Pablo Prigioni,PG,6-3,185,1977-05-17,AR,R,
2013,20,NYK,New York Knicks,55,Quentin Richardson,SF,6-6,223,1980-04-13,US,12,DePaul
2013,20,NYK,New York Knicks,21,Iman Shumpert,SG,6-5,215,1990-06-26,US,1,Georgia Tech
2013,20,NYK,New York Knicks,8,J.R. Smith,SG,6-6,225,1985-09-09,US,8,
2013,20,NYK,New York Knicks,1,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,10,
2013,20,NYK,New York Knicks,40,Kurt Thomas,PF,6-9,230,1972-10-04,US,17,TCU
2013,20,NYK,New York Knicks,36,Rasheed Wallace,C,6-10,225,1974-09-17,US,15,UNC
2013,20,NYK,New York Knicks,4,James White,SF,6-7,200,1982-10-21,US,2,"Florida, Cincinnati"
