Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,12,119,IND,Indiana Pacers,14,D.J. Augustin,PG,5-11,183,"November 10, 1987",US,4,Texas
2013,12,128,IND,Indiana Pacers,29,Jeff Ayres,PF,6-9,240,"April 29, 1987",US,2,Arizona State
2013,12,1019,IND,Indiana Pacers,24,Paul George,SF,6-8,220,"May 2, 1990",US,2,Fresno State
2013,12,1077,IND,Indiana Pacers,33,Danny Granger,SF,6-9,222,"April 20, 1983",US,7,"Bradley, New Mexico"
2013,12,1103,IND,Indiana Pacers,25,Gerald Green,SF,6-6,205,"January 26, 1986",US,5,
2013,12,1172,IND,Indiana Pacers,23,Ben Hansbrough,PG,6-3,203,"December 23, 1987",US,R,"Mississippi State, Notre Dame"
2013,12,1173,IND,Indiana Pacers,50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",US,3,UNC
2013,12,1275,IND,Indiana Pacers,55,Roy Hibbert,C,7-2,270,"December 11, 1986",US,4,Georgetown
2013,12,1288,IND,Indiana Pacers,3,George Hill,PG,6-4,188,"May 4, 1986",US,4,IUPUI
2013,12,1509,IND,Indiana Pacers,11,Orlando Johnson,SG,6-5,220,"March 11, 1989",US,R,"Loyola Marymount, UC Santa Barbara"
2013,12,1815,IND,Indiana Pacers,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",FR,4,
2013,12,1935,IND,Indiana Pacers,5,Dominic McGuire,SF,6-9,220,"October 20, 1985",US,5,"California, Fresno State"
2013,12,2320,IND,Indiana Pacers,13,Miles Plumlee,C,6-11,249,"September 1, 1988",US,R,Duke
2013,12,2745,IND,Indiana Pacers,1,Lance Stephenson,SG,6-6,230,"September 5, 1990",US,2,Cincinnati
2013,12,3071,IND,Indiana Pacers,21,David West,PF,6-9,250,"August 29, 1980",US,9,Xavier
2013,12,3261,IND,Indiana Pacers,4,Sam Young,SG,6-6,220,"June 1, 1985",US,3,Pitt
