Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1997,13,174,LAC,Los Angeles Clippers,25.0,NBA,SG,3.0,84.0,16.3,0.56,0.41,0.33,1.3,10.1,5.2,21.7,2.6,0.0,11.4,20.1,0.2,0.0,0.1,0.06,1.6,0.7,2.3,0.1
2002,21,174,SEA,Seattle Supersonics,30.0,NBA,SG,5.0,149.0,12.5,0.55,0.47,0.12,4.5,13.8,9.0,15.2,1.1,2.1,20.1,14.6,0.1,0.0,0.1,0.02,1.1,-1.0,0.0,0.1
2005,27,174,SAS,San Antonio Spurs,33.0,NBA,SG,23.0,555.0,10.5,0.62,0.63,0.2,2.9,9.0,6.0,12.6,1.5,0.5,19.1,11.9,0.6,0.6,1.2,0.11,0.0,1.5,1.6,0.5
2006,27,174,SAS,San Antonio Spurs,34.0,NBA,SG,13.0,301.0,15.6,0.72,0.56,0.34,1.4,11.6,6.8,11.6,1.6,0.8,11.4,12.8,0.8,0.1,1.0,0.15,2.5,1.6,4.1,0.5
2007,27,174,SAS,San Antonio Spurs,35.0,NBA,SG,19.0,225.0,8.5,0.48,0.82,0.03,2.1,10.8,6.6,14.6,1.0,0.7,15.3,15.1,0.0,0.2,0.2,0.05,-1.5,-0.4,-1.9,0.0
2008,27,174,SAS,San Antonio Spurs,36.0,NBA,SF,16.0,227.0,14.2,0.7,0.77,0.28,1.0,8.1,4.6,12.1,1.4,0.6,13.1,14.5,0.5,0.3,0.8,0.16,1.8,2.1,4.0,0.3
2009,11,174,HOU,Houston Rockets,37.0,NBA,SG,4.0,35.0,12.0,0.65,0.8,0.0,0.0,13.1,6.8,15.2,3.1,0.0,28.6,19.2,0.0,0.1,0.0,0.05,-1.1,2.6,1.5,0.0
