NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
33,Shareef Abdur-Rahim,PF,6-9,225,1976-12-11,US,8,California
1,Derek Anderson,SG,6-5,194,1974-07-18,US,7,"Ohio State, Kentucky"
4,Maurice Baker,PG,6-1,175,1979-07-28,US,R,Oklahoma State
4,Geno Carlisle,SG,6-3,180,1976-08-13,US,R,"Northwestern, California"
14,Richie Frahm,SG,6-5,210,1977-08-14,US,1,Gonzaga
38,Viktor Khryapa,SF,6-9,210,1982-08-03,UA,R,
23,Darius Miles,SF,6-9,210,1981-10-09,US,4,
25,Travis Outlaw,SF,6-9,210,1984-09-18,US,1,
21,Ruben Patterson,SF,6-5,224,1975-07-31,US,6,Cincinnati
10,Joel Przybilla,C,7-1,255,1979-10-10,US,4,Minnesota
50,Zach Randolph,PF,6-9,250,1981-07-16,US,3,Michigan State
42,Theo Ratliff,C,6-10,225,1973-04-17,US,9,Wyoming
5,Ha Seung-Jin,C,7-3,305,1985-08-04,KR,R,
3,Damon Stoudamire,PG,5-10,171,1973-09-03,US,9,Arizona
31,Sebastian Telfair,PG,6-0,165,1985-06-09,US,R,
12,James Thomas,PF,6-8,235,1980-11-22,US,R,Texas
19,Nick Van Exel,SG,6-1,170,1971-11-27,US,11,"Trinity Valley CC, Cincinnati"
