NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
17,Brent Barry,SG,6-6,185,1971-12-31,US,9,Oregon State
12,Bruce Bowen,SF,6-7,185,1971-06-14,US,8,Cal State Fullerton
23,Devin Brown,SG,6-5,220,1978-12-30,US,2,Texas-San Antonio
21,Tim Duncan,PF,6-11,250,1976-04-25,VI,7,Wake Forest
20,Manu Ginóbili,SG,6-6,205,1977-07-28,AR,2,
1,Dion Glover,SG,6-5,228,1978-10-22,US,5,Georgia Tech
5,Robert Horry,PF,6-10,240,1970-08-25,US,12,Alabama
43,Linton Johnson,SF,6-8,205,1980-06-13,US,1,Tulane
4,Sean Marks,PF,6-10,250,1975-08-23,NZ,4,California
34,Tony Massenburg,PF,6-9,220,1967-07-31,US,12,Maryland
2,Nazr Mohammed,C,6-10,221,1977-09-05,US,6,Kentucky
8,Rasho Nesterović,C,7-0,248,1976-05-30,SI,6,
9,Tony Parker,PG,6-2,185,1982-05-17,BE,3,
3,Glenn Robinson,SF,6-7,225,1973-01-10,US,10,Purdue
31,Malik Rose,PF,6-7,250,1974-11-23,US,8,Drexel
14,Beno Udrih,PG,6-3,205,1982-07-05,SI,R,
11,Mike Wilks,PG,5-10,185,1979-05-07,US,2,Rice University
