PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Patrick Ewing,29,12,12,482,12.8,28.1,0.456,0.0,0.1,0.0,12.8,28.0,0.45799999999999996,6.4,8.6,0.74,3.9,11.8,15.7,3.2,0.8,3.6,2.7,5.8,32.0,,110,100
Xavier McDaniel,28,12,12,458,11.6,24.4,0.47700000000000004,0.2,1.0,0.25,11.4,23.4,0.48700000000000004,4.5,6.1,0.735,5.3,5.3,10.7,2.8,1.1,0.2,3.3,4.2,28.0,,108,107
Mark Jackson,26,12,12,368,5.7,14.2,0.402,0.6,3.2,0.19,5.1,10.9,0.465,3.4,4.2,0.815,1.8,2.3,4.2,13.3,1.5,0.0,4.6,4.0,15.4,,103,108
Charles Oakley,28,12,12,354,3.5,9.3,0.379,0.0,0.0,,3.5,9.3,0.379,3.2,4.3,0.741,7.1,10.3,17.3,1.3,1.3,0.8,2.4,5.8,10.3,,103,102
Gerald Wilkins,28,12,12,344,7.4,18.0,0.413,0.2,2.1,0.077,7.3,15.8,0.45799999999999996,2.6,3.8,0.696,2.0,3.0,4.9,5.6,0.8,0.2,2.5,5.8,17.6,,101,109
John Starks,26,12,0,295,8.8,23.7,0.374,2.1,8.8,0.239,6.7,14.8,0.455,8.1,10.0,0.8079999999999999,1.3,4.4,5.8,7.3,3.3,0.0,4.2,8.7,27.9,,106,103
Anthony Mason,25,12,0,288,3.7,8.5,0.442,0.0,0.0,,3.7,8.5,0.442,4.3,5.5,0.7859999999999999,5.5,9.5,15.0,2.0,0.4,1.6,2.2,6.7,11.8,,115,104
Greg Anthony,24,12,0,213,5.1,12.2,0.413,1.3,3.2,0.41700000000000004,3.7,9.1,0.41200000000000003,5.3,8.8,0.606,1.1,3.5,4.5,10.9,4.3,0.3,3.5,7.5,16.8,,110,101
Kiki Vandeweghe,33,8,0,75,9.8,18.2,0.542,3.0,3.8,0.8,6.8,14.4,0.474,4.5,5.3,0.857,2.3,2.3,4.5,3.0,1.5,0.8,0.8,7.6,27.2,,143,107
James Donaldson,34,2,0,11,10.3,10.3,1.0,0.0,0.0,,10.3,10.3,1.0,0.0,0.0,,0.0,20.6,20.6,0.0,0.0,5.2,10.3,10.3,20.6,,67,94
Kennard Winchester,25,3,0,11,15.5,25.8,0.6,0.0,0.0,,15.5,25.8,0.6,0.0,5.2,0.0,0.0,0.0,0.0,10.3,0.0,0.0,5.2,0.0,30.9,,101,113
Tim McCormick,29,1,0,6,0.0,18.9,0.0,0.0,0.0,,0.0,18.9,0.0,0.0,0.0,,0.0,28.4,28.4,0.0,0.0,0.0,0.0,9.5,0.0,,0,93
