PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Sedale Threatt,30,4,4,162,7.8,14.9,0.522,0.6,1.0,0.667,7.1,13.9,0.512,2.9,3.9,0.75,0.0,2.6,2.6,5.5,0.6,0.0,3.6,3.6,19.1,,102,122
A.C. Green,28,4,4,153,5.5,13.4,0.41,0.0,0.0,,5.5,13.4,0.41,6.5,7.9,0.826,5.1,7.2,12.4,2.4,2.4,0.0,1.7,3.4,17.5,,114,114
Byron Scott,30,4,4,148,7.8,15.6,0.5,2.5,4.3,0.583,5.3,11.4,0.469,8.5,9.6,0.889,1.1,2.5,3.5,5.0,2.1,0.4,1.8,3.5,26.6,,134,119
Vlade Divac,23,4,4,143,5.5,15.8,0.349,0.0,0.7,0.0,5.5,15.1,0.366,3.3,3.7,0.9,2.2,5.9,8.1,5.5,1.8,1.1,6.6,6.2,14.3,,74,116
Terry Teagle,31,4,2,126,11.3,22.9,0.491,0.0,0.0,,11.3,22.9,0.491,6.7,8.3,0.8,1.3,4.2,5.4,3.3,2.1,0.8,3.3,7.5,29.2,,105,117
Elden Campbell,23,4,2,117,6.3,16.6,0.37799999999999995,0.0,0.0,,6.3,16.6,0.37799999999999995,5.4,8.1,0.667,4.0,7.2,11.2,2.7,1.3,2.7,1.8,6.3,18.0,,99,114
Chucky Brown,23,3,0,44,9.5,22.7,0.42100000000000004,0.0,1.2,0.0,9.5,21.5,0.444,3.6,7.2,0.5,3.6,9.5,13.1,2.4,0.0,2.4,1.2,3.6,22.7,,96,116
Tony Smith,23,4,0,40,3.9,13.1,0.3,0.0,2.6,0.0,3.9,10.5,0.375,1.3,2.6,0.5,1.3,1.3,2.6,6.6,5.3,0.0,3.9,6.6,9.2,,70,113
Cliff Robinson,31,3,0,24,6.6,21.9,0.3,0.0,0.0,,6.6,21.9,0.3,10.9,17.5,0.625,4.4,8.8,13.1,2.2,6.6,2.2,4.4,13.1,24.1,,85,102
Rory Sparrow,33,3,0,16,3.3,13.1,0.25,0.0,0.0,,3.3,13.1,0.25,9.8,13.1,0.75,3.3,0.0,3.3,13.1,3.3,0.0,0.0,16.4,16.4,,122,117
Jack Haley,28,2,0,12,4.4,17.5,0.25,0.0,0.0,,4.4,17.5,0.25,0.0,0.0,,4.4,0.0,4.4,4.4,0.0,0.0,0.0,13.1,8.8,,78,124
