PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Tim Hardaway,25,4,4,176,8.7,21.9,0.4,2.7,7.9,0.345,6.0,13.9,0.431,6.6,10.1,0.649,1.6,2.5,4.1,7.9,3.6,0.0,3.8,3.8,26.8,,107,116
Chris Mullin,28,4,4,168,7.7,18.0,0.429,1.1,3.4,0.33299999999999996,6.6,14.6,0.451,3.7,4.0,0.929,0.9,2.6,3.4,3.4,1.4,0.6,2.3,2.3,20.3,,106,120
Billy Owens,22,4,4,157,9.2,17.5,0.526,0.0,0.0,,9.2,17.5,0.526,5.2,8.3,0.63,4.0,6.1,10.1,4.0,2.5,0.6,1.8,4.3,23.6,,120,115
Šarūnas Marčiulionis,27,4,0,133,9.0,17.0,0.532,0.4,0.7,0.5,8.7,16.3,0.5329999999999999,12.3,14.8,0.8290000000000001,1.1,2.2,3.3,7.2,1.1,0.4,1.4,5.4,30.7,,141,122
Chris Gatling,24,4,0,81,10.7,17.2,0.621,0.0,0.0,,10.7,17.2,0.621,8.3,13.1,0.636,5.3,9.5,14.8,0.0,1.2,5.9,0.6,8.3,29.7,,139,111
Mario Elie,28,4,2,80,13.8,21.6,0.639,1.2,1.2,1.0,12.6,20.4,0.618,1.2,1.8,0.667,6.6,6.6,13.2,6.0,3.0,0.0,3.6,6.6,30.1,,128,114
Tyrone Hill,23,4,1,47,3.1,7.2,0.429,0.0,0.0,,3.1,7.2,0.429,0.0,2.0,0.0,3.1,5.1,8.2,1.0,2.0,0.0,3.1,12.3,6.1,,73,117
Alton Lister,33,4,3,47,6.1,15.3,0.4,0.0,0.0,,6.1,15.3,0.4,4.1,5.1,0.8,3.1,8.2,11.3,1.0,0.0,4.1,3.1,9.2,16.4,,94,116
Vincent Askew,25,4,0,30,1.6,12.8,0.125,0.0,0.0,,1.6,12.8,0.125,0.0,0.0,,4.8,1.6,6.4,8.0,0.0,0.0,3.2,4.8,3.2,,65,125
Victor Alexander,22,4,0,24,6.0,10.0,0.6,0.0,0.0,,6.0,10.0,0.6,2.0,2.0,1.0,2.0,10.0,12.0,2.0,4.0,0.0,4.0,16.0,14.0,,102,108
Rod Higgins,32,2,2,17,5.7,14.1,0.4,0.0,5.7,0.0,5.7,8.5,0.667,5.7,5.7,1.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,2.8,17.0,,122,120
