PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Shawn Kemp,22,9,9,338,7.3,15.4,0.475,0.0,0.0,,7.3,15.4,0.475,9.3,12.2,0.763,7.2,9.6,16.8,0.6,0.8,2.1,4.1,6.3,23.9,,115,115
Ricky Pierce,32,9,9,316,10.3,21.4,0.48100000000000004,0.5,1.8,0.273,9.8,19.6,0.5,7.7,8.8,0.87,1.5,2.1,3.6,4.6,0.8,0.2,3.9,3.9,28.7,,115,121
Derrick McKey,25,9,9,315,8.5,16.2,0.525,0.8,2.6,0.313,7.7,13.6,0.5660000000000001,6.2,7.4,0.8440000000000001,2.8,4.4,7.2,3.9,1.1,2.0,3.6,6.1,24.1,,120,117
Eddie Johnson,32,9,0,247,13.6,28.6,0.474,0.8,4.6,0.182,12.7,24.0,0.53,6.7,7.1,0.941,1.7,4.0,5.6,1.7,0.6,0.6,3.1,4.0,34.6,,113,120
Nate McMillan,27,9,2,246,7.3,17.4,0.42200000000000004,1.3,5.4,0.231,6.1,11.9,0.509,2.1,2.9,0.7140000000000001,2.9,4.0,6.9,13.2,3.4,0.6,4.6,7.3,18.0,,108,114
Gary Payton,23,8,8,221,6.3,13.5,0.466,0.0,0.5,0.0,6.3,13.1,0.48200000000000004,1.6,2.8,0.583,1.4,3.5,4.9,8.9,1.9,0.5,2.3,6.1,14.2,,111,118
Michael Cage,30,9,4,197,5.0,8.9,0.5589999999999999,0.0,0.0,,5.0,8.9,0.5589999999999999,0.3,0.3,1.0,4.7,8.6,13.3,1.0,1.6,2.1,2.1,5.8,10.2,,112,114
Benoit Benjamin,27,9,4,161,7.4,13.1,0.561,0.0,0.3,0.0,7.4,12.8,0.575,2.9,5.8,0.5,3.2,11.5,14.7,1.6,1.6,4.2,2.6,6.4,17.6,,110,110
Dana Barros,24,7,0,96,11.3,21.5,0.525,5.4,9.1,0.588,5.9,12.3,0.478,0.0,0.0,,0.5,3.2,3.8,4.3,2.1,0.0,3.2,5.9,27.9,,123,118
Tony Brown,31,5,0,22,4.7,14.1,0.33299999999999996,2.3,9.4,0.25,2.3,4.7,0.5,9.4,16.4,0.5710000000000001,0.0,4.7,4.7,4.7,0.0,0.0,0.0,7.0,21.1,,123,121
Marty Conlon,24,1,0,1,0.0,51.5,0.0,0.0,0.0,,0.0,51.5,0.0,103.1,103.1,1.0,0.0,51.5,51.5,0.0,0.0,0.0,0.0,0.0,103.1,,137,90
