SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1992,13,LAC,Ron Harper,28,5,5,206,10.0,22.4,0.45,0.3,2.3,0.11,9.8,20.1,0.49,2.8,3.6,0.79,2.6,5.7,8.2,5.9,1.3,1.0,3.9,3.3,23.1,,99.0,113
1992,13,LAC,Danny Manning,25,5,5,194,12.6,22.1,0.57,0.3,0.8,0.33,12.3,21.3,0.58,5.5,8.5,0.64,4.1,3.6,7.6,3.8,1.4,1.1,3.6,5.7,30.9,,116.0,114
1992,13,LAC,Doc Rivers,30,5,4,187,7.1,15.9,0.45,1.1,2.3,0.5,5.9,13.6,0.44,6.2,7.6,0.82,1.1,4.2,5.4,5.9,1.7,0.0,0.8,4.5,21.5,,127.0,114
1992,13,LAC,Ken Norman,27,5,5,184,7.8,15.3,0.51,0.0,0.6,0.0,7.8,14.7,0.53,2.6,4.9,0.53,5.5,8.6,14.1,4.3,1.2,0.9,1.7,5.2,18.1,,115.0,112
1992,13,LAC,Charles Smith,26,5,5,148,7.9,20.0,0.39,0.0,0.0,,7.9,20.0,0.39,5.0,5.4,0.93,3.6,6.4,10.0,3.2,1.4,4.3,3.6,8.6,20.8,,97.0,109
1992,13,LAC,James Edwards,36,5,0,87,6.1,14.6,0.42,0.0,0.0,,6.1,14.6,0.42,7.3,11.6,0.63,3.0,4.9,7.9,1.8,0.6,0.6,2.4,6.7,19.5,,103.0,115
1992,13,LAC,Gary Grant,26,5,1,77,6.9,14.4,0.48,0.0,1.4,0.0,6.9,13.1,0.53,1.4,1.4,1.0,0.0,2.8,2.8,12.4,2.1,1.4,5.5,6.9,15.1,,94.0,113
1992,13,LAC,Olden Polynice,27,5,0,63,5.9,10.1,0.58,0.0,0.0,,5.9,10.1,0.58,1.7,5.0,0.33,1.7,13.5,15.1,1.7,0.8,0.8,0.8,9.3,13.5,,112.0,109
1992,13,LAC,Loy Vaught,23,5,0,36,10.3,16.2,0.64,1.5,1.5,1.0,8.8,14.7,0.6,2.9,2.9,1.0,2.9,14.7,17.7,5.9,1.5,1.5,1.5,4.4,25.0,,144.0,106
1992,13,LAC,Danny Young,29,3,0,11,9.6,19.3,0.5,0.0,9.6,0.0,9.6,9.6,1.0,0.0,0.0,,0.0,0.0,0.0,4.8,0.0,0.0,9.6,0.0,19.3,,70.0,121
1992,13,LAC,Bo Kimble,25,3,0,5,0.0,10.6,0.0,0.0,0.0,,0.0,10.6,0.0,0.0,0.0,,0.0,0.0,0.0,10.6,0.0,0.0,10.6,21.2,0.0,,24.0,120
1992,13,LAC,LeRon Ellis,22,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,121
