Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2016,21.0,BOS,NBA,PG,5.0,0.0,99.0,4.4,11.3,0.391,2.0,5.4,0.364,2.5,5.9,0.417,1.0,1.0,1.0,1.5,6.9,8.4,3.0,0.5,1.5,1.0,2.5,11.8,,105.0,103.0
2017,22.0,BOS,NBA,PG,17.0,0.0,277.0,6.1,15.1,0.402,2.6,7.0,0.368,3.5,8.1,0.432,3.0,3.7,0.8,2.2,5.9,8.1,5.9,2.0,0.7,1.8,3.7,17.7,,113.0,114.0
2018,23.0,BOS,NBA,PG,19.0,19.0,696.0,8.0,19.7,0.406,3.8,10.9,0.347,4.2,8.8,0.479,3.4,4.1,0.821,0.6,6.8,7.4,8.1,1.8,0.4,1.6,2.8,23.2,,115.0,107.0
2019,24.0,BOS,NBA,PG,9.0,0.0,162.0,5.6,17.5,0.322,2.4,10.1,0.235,3.3,7.4,0.44,3.6,4.7,0.75,1.2,10.4,11.6,5.0,1.2,0.6,3.0,4.4,17.2,,89.0,103.0
