Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,23,551,PHI,Philadelphia 76Ers,23.0,NBA,PG,5.0,0.0,49.0,2.9,8.8,0.33,0.0,0.7,0.0,2.9,8.1,0.36,2.9,4.4,0.67,0.7,0.0,0.7,10.3,3.7,0.0,2.2,5.9,8.8
2003,27,551,SAS,San Antonio Spurs,24.0,NBA,PG,24.0,0.0,326.0,5.1,11.6,0.44,0.0,0.0,,5.1,11.6,0.44,3.6,4.9,0.75,0.8,4.2,5.0,5.0,1.8,0.6,2.7,4.2,13.8
2009,1,551,ATL,Atlanta Hawks,30.0,NBA,PG,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
