Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2324,Vincent Poirier,"October 17, 1993",26.0,0.0,148.0,4.45,10.65,0.42,0.2,0.35,0.57,4.25,10.25,0.41,3.75,6.55,0.57,5.05,8.2,13.25,2.8,0.35,4.3,2.8,5.95,12.85,102.0,106.0
