Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,18,1518,MIN,Minnesota Timberwolves,Wesley Johnson,"July 11, 1987",23.0,NBA,SG,79.0,2069.0,10.2,0.49,0.42,0.14,2.7,10.4,6.4,11.0,1.4,2.0,11.6,16.8,0.4,0.9,1.3,0.03,-1.3,-0.4,-1.7,0.2
2012,18,1518,MIN,Minnesota Timberwolves,Wesley Johnson,"July 11, 1987",24.0,NBA,SF,65.0,1469.0,8.0,0.48,0.43,0.09,1.8,11.6,6.7,6.4,1.2,2.3,12.7,14.3,-0.4,1.0,0.6,0.02,-2.7,0.6,-2.1,0.0
2013,24,1518,PHO,Phoenix Suns,Wesley Johnson,"July 11, 1987",25.0,NBA,SF,50.0,953.0,10.3,0.48,0.39,0.09,2.5,12.4,7.3,5.9,1.2,1.4,10.4,21.4,-0.5,0.5,0.0,0.0,-1.6,-1.7,-3.3,-0.3
2014,14,1518,LAL,Los Angeles Lakers,Wesley Johnson,"July 11, 1987",26.0,NBA,SF,79.0,2240.0,11.0,0.52,0.42,0.12,3.3,13.3,8.3,8.2,1.9,2.5,11.6,15.1,0.4,1.5,1.9,0.04,-1.6,0.5,-1.1,0.5
2015,14,1518,LAL,Los Angeles Lakers,Wesley Johnson,"July 11, 1987",27.0,NBA,SF,76.0,2245.0,11.1,0.51,0.38,0.16,3.2,12.9,7.8,8.6,1.3,1.6,10.5,16.4,1.0,0.7,1.7,0.04,-1.1,-0.8,-1.9,0.1
2016,13,1518,LAC,Los Angeles Clippers,Wesley Johnson,"July 11, 1987",28.0,NBA,SF,80.0,1666.0,11.0,0.51,0.6,0.09,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16.0,0.0,2.7,2.6,0.08,-1.7,1.5,-0.2,0.8
2017,13,1518,LAC,Los Angeles Clippers,Wesley Johnson,"July 11, 1987",29.0,NBA,SF,68.0,810.0,8.4,0.45,0.59,0.08,3.7,20.8,12.5,3.9,1.8,3.0,8.0,12.5,-0.3,1.2,0.9,0.05,-3.1,1.1,-2.0,0.0
2018,13,1518,LAC,Los Angeles Clippers,Wesley Johnson,"July 11, 1987",30.0,NBA,SF,74.0,1486.0,9.8,0.51,0.48,0.16,2.2,13.6,8.0,5.6,2.5,3.5,12.3,13.0,-0.1,1.7,1.7,0.06,-2.5,1.7,-0.7,0.5
2019,31,1518,TOT,Total After Trade,Wesley Johnson,"July 11, 1987",31.0,NBA,SF,38.0,534.0,5.5,0.47,0.59,0.15,2.4,11.7,7.1,5.3,1.2,1.9,11.7,12.0,-0.3,0.3,0.0,0.0,-4.3,-0.5,-4.8,-0.4
2019,19,1518,NOP,New Orleans Pelicans,Wesley Johnson,"July 11, 1987",31.0,NBA,SF,26.0,377.0,6.9,0.52,0.57,0.1,2.8,11.9,7.4,5.2,1.5,1.5,11.5,11.3,0.0,0.2,0.3,0.03,-3.4,0.3,-3.1,-0.1
2019,30,1518,WAS,Washington Wizards,Wesley Johnson,"July 11, 1987",31.0,NBA,SF,12.0,157.0,2.0,0.37,0.65,0.25,1.4,11.2,6.2,5.6,0.6,2.7,11.9,13.6,-0.3,0.0,-0.2,-0.08,-6.5,-2.4,-8.9,-0.3
