SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1994,7,DAL,6,Chucky Brown,SF,6-7,214,1968-02-29,US,4,NC State
1994,7,DAL,19,Tony Campbell,SF,6-7,215,1962-05-07,US,9,Ohio State
1994,7,DAL,43,Terry Davis,PF,6-9,225,1967-06-17,US,4,Virginia Union University
1994,7,DAL,40,Greg Dreiling,C,7-1,250,1962-11-07,US,7,"Wichita State, Kansas"
1994,7,DAL,12,Derek Harper,PG,6-4,185,1961-10-13,US,10,Illinois
1994,7,DAL,30,Lucious Harris,SG,6-5,190,1970-12-18,US,R,Cal State Long Beach
1994,7,DAL,35,Donald Hodge,C,7-0,230,1969-02-25,US,2,Temple
1994,7,DAL,24,Jim Jackson,SG,6-6,220,1970-10-14,US,1,Ohio State
1994,7,DAL,54,Popeye Jones,PF,6-8,250,1970-06-17,US,R,Murray State
1994,7,DAL,23,Tim Legler,SG,6-4,200,1966-12-26,US,3,La Salle
1994,7,DAL,21,Fat Lever,PG,6-3,170,1960-08-18,US,10,Arizona State
1994,7,DAL,32,Jamal Mashburn,SF,6-8,240,1972-11-29,US,R,Kentucky
1994,7,DAL,50,Darren Morningstar,C,6-10,235,1969-04-22,US,R,"United States Naval Academy, Pitt"
1994,7,DAL,45,Sean Rooks,C,6-10,250,1969-09-09,US,1,Arizona
1994,7,DAL,34,Doug Smith,PF,6-10,220,1969-09-17,US,2,Missouri
1994,7,DAL,52,Randy White,PF,6-8,240,1967-11-04,US,4,Louisiana Tech
1994,7,DAL,20,Morlon Wiley,PG,6-4,185,1966-09-24,US,5,Cal State Long Beach
1994,7,DAL,44,Lorenzo Williams,PF,6-9,200,1969-07-15,US,1,Stetson University
