NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
10,B.J. Armstrong,PG,6-2,175,1967-09-09,US,4,Iowa
44,Corie Blount,PF,6-9,240,1969-01-04,US,R,Cincinnati
24,Bill Cartwright,C,7-1,245,1957-07-30,US,13,San Francisco
3,Jo Jo English,SG,6-4,195,1970-02-04,DE,1,South Carolina
54,Horace Grant,PF,6-10,215,1965-07-04,US,6,Clemson
8,Dave Johnson,SG,6-7,210,1970-11-16,US,1,Syracuse
25,Steve Kerr,PG,6-3,175,1965-09-27,LB,5,Arizona
21,Stacey King,C,6-11,230,1967-01-29,US,4,Oklahoma
7,Toni Kukoč,SF,6-10,192,1968-09-18,HR,R,
13,Luc Longley,C,7-2,265,1969-01-19,AU,2,New Mexico
20,Pete Myers,SG,6-6,180,1963-09-15,US,5,Little Rock
5,John Paxson,PG,6-2,185,1960-09-29,US,10,Notre Dame
32,Will Perdue,C,7-0,240,1965-08-29,US,5,Vanderbilt
33,Scottie Pippen,SF,6-8,210,1965-09-25,US,6,University of Central Arkansas
34,Bill Wennington,C,7-0,245,1963-04-26,CA,6,St. John's
42,Scott Williams,C,6-10,230,1968-03-21,US,3,UNC
