NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Mahmoud Abdul-Rauf,PG,6-1,162,1969-03-09,US,3,LSU
43,Kevin Brooks,SF,6-6,200,1969-10-12,US,2,Louisiana
8,Bison Dele,C,6-9,235,1969-04-06,US,2,"Maryland, Arizona"
20,LaPhonso Ellis,PF,6-8,240,1970-05-05,US,1,Notre Dame
22,Jim Farmer,SG,6-4,190,1964-09-23,US,4,Alabama
21,Tom Hammonds,PF,6-9,215,1967-03-27,US,4,Georgia Tech
1,Adonis Jordan,PG,5-11,170,1970-08-21,US,R,Kansas
30,Marcus Liberty,SF,6-8,205,1968-10-27,US,3,Illinois
12,Mark Macon,SG,6-5,185,1969-04-14,US,2,Temple
5,Roy Marble,SF,6-6,190,1966-12-13,US,1,Iowa
4,Darnell Mee,SG,6-5,175,1971-02-11,US,R,Western Kentucky
55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,2,Georgetown
14,Robert Pack,PG,6-2,180,1969-02-03,US,2,USC
42,Mark Randall,PF,6-8,235,1967-09-30,US,2,Kansas
54,Rodney Rogers,SF,6-7,235,1971-06-20,US,R,Wake Forest
23,Bryant Stith,SG,6-5,208,1970-12-10,US,1,Virginia
34,Reggie Williams,SF,6-7,190,1964-03-05,US,6,Georgetown
