NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
31,Sam Bowie,C,7-1,235,1961-03-17,US,8,Kentucky
41,Elden Campbell,PF,6-11,215,1968-07-23,US,3,Clemson
8,Doug Christie,SG,6-6,200,1970-05-09,US,1,Pepperdine
12,Vlade Divac,C,7-1,243,1968-02-03,RS,4,
53,James Edwards,C,7-0,225,1955-11-22,US,16,Washington
40,Antonio Harvey,PF,6-11,225,1970-07-06,US,R,"Southern Illinois, Georgia, Pfeiffer University"
23,Reggie Jordan,SG,6-4,195,1968-01-26,US,R,New Mexico State
24-30,George Lynch,SF,6-8,218,1970-09-03,US,R,UNC
1,Anthony Peeler,SG,6-4,208,1969-11-25,US,1,Missouri
18,Kurt Rambis,PF,6-8,213,1958-02-25,US,12,Santa Clara
26,Danny Schayes,C,6-11,235,1959-05-10,US,12,Syracuse
34,Tony Smith,SG,6-3,185,1968-06-14,US,3,Marquette
3,Sedale Threatt,PG,6-2,175,1961-09-10,US,10,West Virginia Tech
9,Nick Van Exel,PG,6-1,170,1971-11-27,US,R,"Trinity Valley CC, Cincinnati"
7,Trevor Wilson,PF,6-7,210,1968-03-16,US,1,UCLA
42,James Worthy,SF,6-9,225,1961-02-27,US,11,UNC
