SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1994,12,IND,12,Lester Conner,PG,6-4,180,1959-09-17,US,10,Oregon State
1994,12,IND,33,Antonio Davis,PF,6-9,215,1968-10-31,US,R,Texas-El Paso
1994,12,IND,32,Dale Davis,PF,6-11,230,1969-03-25,US,2,Clemson
1994,12,IND,10,Vern Fleming,PG,6-5,185,1962-02-04,US,9,Georgia
1994,12,IND,43,Scott Haskin,C,6-11,250,1970-09-19,US,R,Oregon State
1994,12,IND,9,Derrick McKey,SF,6-9,205,1966-10-10,US,6,Alabama
1994,12,IND,31,Reggie Miller,SG,6-7,185,1965-08-24,US,6,UCLA
1994,12,IND,5,Sam Mitchell,PF,6-6,210,1963-09-02,US,4,Mercer University
1994,12,IND,14,Gerald Paddio,SF,6-7,205,1965-04-21,US,2,UNLV
1994,12,IND,24,Pooh Richardson,PG,6-1,180,1966-05-14,US,4,UCLA
1994,12,IND,4,Byron Scott,SG,6-3,195,1961-03-28,US,10,Arizona State
1994,12,IND,21,Malik Sealy,SF,6-8,190,1970-02-01,US,1,St. John's
1994,12,IND,45,Rik Smits,C,7-4,250,1966-08-23,NL,5,Marist College
1994,12,IND,41,LaSalle Thompson,C,6-10,245,1961-06-23,US,11,Texas
1994,12,IND,44,Kenny Williams,SF,6-9,205,1969-06-09,US,3,Barton County Community College
1994,12,IND,3,Haywoode Workman,PG,6-2,180,1966-01-23,US,2,"Winston-Salem State, Oral Roberts"
