NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
50,Isaac Austin,C,6-10,255,1969-08-18,US,2,Arizona State
3,Dana Barros,PG,5-11,163,1967-04-13,US,4,Boston College
11,Manute Bol,C,7-7,200,1962-10-16,SS,8,University of Bridgeport
76,Shawn Bradley,C,7-6,235,1972-03-22,DE,R,BYU
20,Michael Curry,SG,6-5,210,1968-08-22,US,R,Georgia Southern University
12,Johnny Dawkins,PG,6-2,165,1963-09-28,US,7,Duke
40,Bill Edwards,PF,6-8,215,1971-09-22,US,R,Wright State University
20,Greg Graham,SG,6-4,174,1970-11-26,US,R,Indiana
7,Sean Green,SG,6-5,210,1970-02-02,US,2,"NC State, Iona College"
14,Jeff Hornacek,SG,6-3,190,1963-05-03,US,7,Iowa State
43,Warren Kidd,PF,6-9,235,1970-09-09,US,R,Middle Tennessee
45,Eric Leckner,C,6-11,265,1966-05-27,US,4,Wyoming
25,Jeff Malone,SG,6-4,205,1961-06-28,US,10,Mississippi State
2,Moses Malone,C,6-10,215,1955-03-23,US,19,
23,Tim Perry,PF,6-9,200,1965-06-04,US,5,Temple
35,Clarence Weatherspoon,SF,6-6,240,1970-09-08,US,1,University of Southern Mississippi
0,Orlando Woolridge,SF,6-9,215,1959-12-16,US,12,Notre Dame
