NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Eric Anderson,PF,6-9,220,1970-05-26,US,1,Indiana
50,Greg Anthony,PG,6-0,176,1967-11-15,US,2,"University of Portland, UNLV"
20,Rolando Blackman,SG,6-6,190,1959-02-26,PA,12,Kansas State
4,Anthony Bonner,SF,6-8,215,1968-06-08,US,3,Saint Louis
9,Tony Campbell,SF,6-7,215,1962-05-07,US,9,Ohio State
44,Hubert Davis,SG,6-5,183,1970-05-17,US,1,UNC
33,Patrick Ewing,C,7-0,240,1962-08-05,JM,8,Georgetown
7,Corey Gaines,SG,6-3,195,1965-06-01,US,3,"UCLA, Loyola Marymount"
11,Derek Harper,PG,6-4,185,1961-10-13,US,10,Illinois
14,Anthony Mason,PF,6-7,250,1966-12-14,US,4,Tennessee State
34,Charles Oakley,PF,6-8,225,1963-12-18,US,8,Virginia Union University
35,Gerald Paddio,SF,6-7,205,1965-04-21,US,2,UNLV
25,Doc Rivers,PG,6-4,185,1961-10-13,US,10,Marquette
54,Charles Smith,SF,6-10,230,1965-07-16,US,5,Pitt
3,John Starks,SG,6-3,180,1965-08-10,US,4,Oklahoma State
32,Herb Williams,C,6-10,242,1958-02-16,US,12,Ohio State
