Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2007,1,3179,ATL,Atlanta Hawks,23.0,NBA,PF,81.0,31.0,1514.0,5.8,12.9,0.46,0.1,0.1,0.5,5.8,12.7,0.45,3.9,5.1,0.76,4.6,10.7,15.3,1.6,1.8,1.4,3.4,7.0,15.6,,100.0,105.0
2008,31,3179,TOT,Total After Trade,24.0,NBA,PF,64.0,0.0,776.0,6.1,14.1,0.43,0.0,0.1,0.0,6.1,14.0,0.44,4.7,7.0,0.68,4.5,9.1,13.7,1.3,1.5,1.4,2.3,7.3,17.0,,103.0,107.0
2008,1,3179,ATL,Atlanta Hawks,24.0,NBA,PF,36.0,0.0,414.0,4.7,12.7,0.37,0.0,0.1,0.0,4.7,12.6,0.37,4.5,6.5,0.69,4.3,9.3,13.6,1.4,1.7,1.4,1.8,7.6,13.9,,100.0,107.0
2008,26,3179,SAC,Sacramento Kings,24.0,NBA,PF,28.0,0.0,362.0,7.7,15.7,0.49,0.0,0.1,0.0,7.7,15.5,0.5,5.0,7.6,0.67,4.8,9.0,13.7,1.1,1.3,1.4,2.9,7.0,20.4,,106.0,108.0
2009,31,3179,TOT,Total After Trade,25.0,NBA,PF,45.0,0.0,512.0,7.0,15.8,0.45,0.0,0.2,0.0,7.0,15.6,0.45,4.6,6.3,0.73,4.9,10.5,15.4,1.2,2.2,1.8,3.4,6.4,18.7,,99.0,108.0
2009,26,3179,SAC,Sacramento Kings,25.0,NBA,PF,30.0,0.0,305.0,6.7,14.9,0.45,0.0,0.3,0.0,6.7,14.5,0.46,5.3,7.0,0.76,4.2,8.9,13.0,1.3,2.0,1.7,4.3,6.0,18.7,,96.0,111.0
2009,18,3179,MIN,Minnesota Timberwolves,25.0,NBA,PF,15.0,0.0,207.0,7.6,17.2,0.44,0.0,0.0,,7.6,17.2,0.44,3.5,5.3,0.67,6.1,12.9,19.0,1.0,2.5,2.0,2.0,7.1,18.7,,104.0,104.0
2010,2,3179,BOS,Boston Celtics,26.0,NBA,PF,54.0,0.0,597.0,5.5,10.6,0.52,0.0,0.1,0.0,5.5,10.5,0.52,6.6,8.6,0.76,4.1,8.7,12.8,1.8,1.1,1.8,2.6,7.5,17.6,,118.0,103.0
2011,31,3179,TOT,Total After Trade,27.0,NBA,PF,59.0,38.0,911.0,5.7,12.1,0.47,0.0,0.0,,5.7,12.1,0.47,3.2,4.1,0.77,5.1,9.9,15.0,1.8,1.3,1.4,2.4,6.9,14.6,,109.0,106.0
2011,8,3179,DEN,Denver Nuggets,27.0,NBA,PF,42.0,32.0,713.0,5.8,12.7,0.45,0.0,0.0,,5.8,12.7,0.45,2.4,3.2,0.74,5.2,10.5,15.7,1.3,1.3,1.5,2.6,6.5,13.9,,102.0,105.0
2011,20,3179,NYK,New York Knicks,27.0,NBA,PF,17.0,6.0,198.0,5.3,9.9,0.54,0.0,0.0,,5.3,9.9,0.54,6.1,7.4,0.83,4.8,7.9,12.7,3.3,1.3,1.0,1.5,8.6,16.7,,136.0,110.0
2012,3,3179,NJN,New Jersey Nets,28.0,NBA,C,58.0,35.0,1276.0,4.0,8.4,0.48,0.0,0.0,,4.0,8.4,0.48,3.2,4.3,0.73,5.9,8.7,14.6,1.5,2.0,1.6,2.8,6.2,11.2,,107.0,106.0
