Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2007,28,164,TOR,Toronto Raptors,21.0,NBA,PF,6.0,181.0,14.1,0.61,0.37,0.41,2.1,13.9,8.1,6.0,1.5,1.5,11.4,16.4,,0.3,0.1,0.4,0.11,,0.5,0.0,0.5,0.1
2008,28,164,TOR,Toronto Raptors,22.0,NBA,PF,5.0,104.0,5.2,0.4,0.41,0.05,1.1,6.6,3.8,3.0,2.0,2.8,4.8,18.6,,-0.2,0.0,-0.2,-0.08,,-5.3,-1.1,-6.4,-0.1
