Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,22,2200,ORL,Orlando Magic,Victor Oladipo,"May 4, 1992",21.0,NBA,PG,80.0,44.0,2487.0,5.7,13.5,0.42,1.1,3.3,0.33,4.6,10.3,0.45,3.6,4.6,0.78,0.6,4.1,4.8,4.7,1.9,0.5,3.7,3.0,16.0
2015,22,2200,ORL,Orlando Magic,Victor Oladipo,"May 4, 1992",22.0,NBA,SG,72.0,71.0,2573.0,6.6,15.2,0.44,1.2,3.5,0.34,5.4,11.7,0.46,3.7,4.5,0.82,0.7,3.5,4.2,4.1,1.7,0.3,2.9,2.6,18.1
2016,22,2200,ORL,Orlando Magic,Victor Oladipo,"May 4, 1992",23.0,NBA,SG,72.0,52.0,2379.0,6.4,14.7,0.44,1.5,4.3,0.35,4.9,10.4,0.48,3.1,3.7,0.83,0.7,4.5,5.2,4.3,1.8,0.8,2.3,2.6,17.4
2017,21,2200,OKC,Oklahoma City Thunder,Victor Oladipo,"May 4, 1992",24.0,NBA,SG,67.0,67.0,2222.0,6.7,15.1,0.44,2.1,5.7,0.36,4.6,9.4,0.49,1.9,2.5,0.75,0.6,4.1,4.7,2.9,1.3,0.3,1.9,2.5,17.3
2018,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",25.0,NBA,SG,75.0,75.0,2552.0,9.0,18.9,0.48,2.3,6.1,0.37,6.8,12.8,0.53,4.1,5.2,0.8,0.7,4.8,5.5,4.6,2.5,0.8,3.1,2.5,24.5
2019,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",26.0,NBA,SG,36.0,36.0,1147.0,7.8,18.5,0.42,2.3,6.8,0.34,5.5,11.7,0.47,3.2,4.4,0.73,0.7,5.7,6.3,5.8,1.9,0.3,2.6,2.3,21.2
2020,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",27.0,NBA,SG,19.0,16.0,528.0,6.6,16.8,0.39,2.3,7.1,0.32,4.4,9.7,0.45,3.3,4.0,0.81,0.6,4.5,5.1,3.8,1.2,0.3,3.2,2.5,18.7
2021,31,2200,TOT,Total After Trade,Victor Oladipo,"May 4, 1992",28.0,NBA,SG,20.0,20.0,640.0,7.9,19.6,0.4,2.7,8.2,0.33,5.2,11.4,0.45,3.0,4.1,0.74,0.2,5.6,5.9,5.2,1.5,0.5,2.5,2.7,21.5
2021,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",28.0,NBA,SG,9.0,9.0,300.0,7.7,18.2,0.42,3.0,8.3,0.36,4.7,10.0,0.47,3.2,4.4,0.73,0.1,6.0,6.1,4.6,1.8,0.2,2.2,2.8,21.6
2021,11,2200,HOU,Houston Rockets,Victor Oladipo,"May 4, 1992",28.0,NBA,SG,11.0,11.0,340.0,8.0,20.9,0.39,2.4,8.2,0.3,5.6,12.7,0.44,2.9,3.8,0.75,0.3,5.3,5.6,5.7,1.3,0.6,2.8,2.6,21.4
