Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
792,Andre Drummond,1993-08-10,8.0,258.0,16.6,0.47,0.02,0.63,12.75,25.45,18.7,6.0,1.3,4.05,10.15,26.25,-0.1,0.05,-0.1,-0.02,-1.25,-2.0,-3.2,-0.05
