OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1993,20,NYK,82,243.0,34.4,80.7,0.43,2.8,9.2,0.3,31.6,71.6,0.44,23.8,31.5,0.76,12.6,28.4,40.9,20.2,8.0,4.7,16.6,24.5,95.4
1993,5,CHI,82,241.8,38.3,80.8,0.47,3.0,8.4,0.36,35.3,72.4,0.49,19.3,24.8,0.78,12.7,27.6,40.3,23.4,7.3,4.4,16.7,21.1,98.9
1993,11,HOU,82,241.2,39.7,86.9,0.46,3.0,8.9,0.33,36.7,78.0,0.47,17.5,22.9,0.76,14.2,28.0,42.2,24.0,8.7,4.0,15.0,21.9,99.8
1993,6,CLE,82,241.8,41.1,88.2,0.47,2.8,8.5,0.33,38.3,79.7,0.48,16.3,21.2,0.77,13.6,29.0,42.6,25.7,7.4,4.5,14.7,22.3,101.3
1993,21,SEA,82,241.2,38.3,81.8,0.47,3.3,9.9,0.34,35.0,71.9,0.49,21.3,28.0,0.76,13.1,27.1,40.2,22.4,8.0,5.0,18.5,22.6,101.3
1993,3,NJN,82,241.2,39.4,84.7,0.46,2.5,7.5,0.32,37.0,77.2,0.48,20.3,27.4,0.74,13.4,28.6,42.0,21.8,9.5,5.1,15.9,22.9,101.6
1993,9,DET,82,241.2,40.5,84.2,0.48,3.2,9.4,0.34,37.3,74.8,0.5,17.8,24.2,0.74,13.4,29.8,43.2,25.0,7.6,4.4,14.9,22.0,102.0
1993,2,BOS,82,241.2,39.4,85.1,0.46,2.6,7.9,0.33,36.8,77.2,0.48,21.3,27.7,0.77,13.3,29.0,42.3,24.0,7.8,4.7,14.4,20.4,102.8
1993,27,SAS,82,242.1,40.1,87.5,0.46,3.3,9.1,0.36,36.8,78.4,0.47,19.3,25.0,0.77,13.2,29.1,42.3,23.2,8.0,4.5,13.8,24.4,102.8
1993,29,UTA,82,240.9,39.7,85.0,0.47,3.3,10.2,0.32,36.4,74.8,0.49,21.3,28.6,0.74,13.7,28.2,41.9,23.5,7.9,5.7,15.7,24.0,104.0
1993,22,ORL,82,242.4,40.3,88.5,0.46,3.0,9.2,0.33,37.3,79.3,0.47,20.5,28.1,0.73,14.2,27.7,41.9,25.5,8.7,4.9,13.6,24.1,104.2
1993,16,MIA,82,244.0,39.4,82.8,0.48,3.2,9.5,0.34,36.2,73.3,0.49,22.7,29.5,0.77,12.6,29.6,42.1,24.0,8.0,5.2,15.9,25.0,104.7
1993,25,POR,82,242.7,40.7,86.9,0.47,3.4,9.9,0.34,37.3,77.0,0.48,20.6,27.1,0.76,12.5,30.8,43.3,25.1,7.9,5.5,17.1,25.5,105.4
1993,14,LAL,82,241.8,41.9,86.8,0.48,3.0,8.9,0.34,38.9,77.9,0.5,18.6,25.0,0.75,14.1,29.4,43.5,26.0,8.4,4.7,16.3,22.8,105.5
1993,18,MIN,82,242.1,40.5,83.1,0.49,2.5,7.0,0.36,38.0,76.0,0.5,22.3,29.4,0.76,13.7,28.4,42.1,26.1,9.0,6.0,15.0,22.9,105.9
