PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Durant,25,19,19,815,8.6,18.6,0.46,1.9,5.5,0.344,6.7,13.1,0.508,5.8,7.2,0.81,1.1,6.4,7.5,3.3,0.8,1.1,3.2,1.8,24.9
Russell Westbrook,25,19,19,735,8.2,19.5,0.42,1.4,4.9,0.28,6.8,14.6,0.466,7.1,8.0,0.884,2.2,4.6,6.8,7.5,2.0,0.3,4.1,3.0,24.8
Serge Ibaka,24,17,17,581,5.4,9.1,0.5920000000000001,0.3,0.8,0.385,5.1,8.3,0.612,1.6,2.1,0.765,1.9,5.3,7.2,0.7,0.7,2.6,1.2,3.3,12.7
Reggie Jackson,23,19,4,531,5.1,10.9,0.466,1.4,3.6,0.396,3.7,7.3,0.5,2.6,3.0,0.8859999999999999,0.9,4.0,4.9,3.1,0.3,0.3,2.6,3.3,14.2
Caron Butler,33,18,2,419,3.0,9.3,0.324,1.8,5.1,0.35600000000000004,1.2,4.2,0.28600000000000003,1.9,2.4,0.7859999999999999,0.9,4.0,5.0,1.3,0.4,0.2,0.9,2.8,9.7
Kendrick Perkins,29,19,19,384,2.3,4.2,0.5329999999999999,0.0,0.0,,2.3,4.2,0.5329999999999999,1.1,1.4,0.8,3.1,6.5,9.6,1.3,0.4,0.6,2.3,6.0,5.6
Steven Adams,20,18,0,331,3.4,4.9,0.6890000000000001,0.0,0.0,,3.4,4.9,0.6890000000000001,0.9,2.5,0.348,2.4,5.7,8.0,0.4,0.1,2.6,1.1,5.2,7.6
Derek Fisher,39,19,0,299,2.8,8.8,0.315,1.4,4.9,0.293,1.3,3.9,0.344,1.8,1.8,1.0,0.7,3.3,4.0,1.9,1.6,0.0,0.7,3.3,8.8
Thabo Sefolosha,29,15,13,236,3.5,8.4,0.418,0.9,3.5,0.261,2.6,4.9,0.531,0.6,0.8,0.8,1.1,3.7,4.7,1.5,1.5,0.0,1.1,1.5,8.5
Nick Collison,33,17,2,183,2.4,5.7,0.414,0.4,1.0,0.4,2.0,4.7,0.41700000000000004,1.4,2.0,0.7,2.4,5.1,7.5,2.6,0.8,1.4,1.2,5.5,6.5
Jeremy Lamb,21,11,0,100,6.1,15.1,0.405,0.7,5.0,0.14300000000000002,5.4,10.1,0.536,1.4,1.4,1.0,1.4,4.3,5.8,2.5,2.5,0.4,1.1,2.9,14.4
Perry Jones,22,11,0,55,4.6,11.8,0.389,2.0,6.5,0.3,2.6,5.2,0.5,0.0,0.0,,2.0,3.9,5.9,0.7,0.0,0.7,0.7,5.9,11.1
Andre Roberson,22,2,0,9,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Hasheem Thabeet,26,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0
