Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
29,2263,Sasha Pavlovic,"November 15, 1983",598.0,149.0,9250.0,1099.0,2723.0,0.4,320.0,921.0,0.35,779.0,1802.0,0.43,0.46,345.0,514.0,0.67,189.0,843.0,1032.0,533.0,282.0,105.0,472.0,1060.0,2863.0,0
