Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1998,8,1395,DEN,Denver Nuggets,24.0,NBA,PG,68.0,53.0,2042.0,310.0,791.0,0.39,21.0,81.0,0.26,289.0,710.0,0.41,0.4,149.0,183.0,0.81,78.0,224.0,302.0,317.0,105.0,11.0,184.0,160.0,790.0,,0.0
1999,18,1395,MIN,Minnesota Timberwolves,25.0,NBA,PG,50.0,12.0,941.0,141.0,348.0,0.4,10.0,27.0,0.37,131.0,321.0,0.41,0.42,61.0,79.0,0.77,43.0,92.0,135.0,167.0,39.0,3.0,75.0,75.0,353.0,,0.0
2001,26,1395,SAC,Sacramento Kings,27.0,NBA,PG,79.0,7.0,1648.0,231.0,526.0,0.44,39.0,104.0,0.38,192.0,422.0,0.46,0.48,65.0,88.0,0.74,74.0,172.0,246.0,161.0,87.0,7.0,103.0,139.0,566.0,,0.0
2002,26,1395,SAC,Sacramento Kings,28.0,NBA,PG,81.0,3.0,1750.0,334.0,754.0,0.44,79.0,219.0,0.36,255.0,535.0,0.48,0.5,149.0,184.0,0.81,82.0,169.0,251.0,164.0,73.0,11.0,93.0,145.0,896.0,,0.0
2003,26,1395,SAC,Sacramento Kings,29.0,NBA,PG,59.0,26.0,1676.0,340.0,732.0,0.46,89.0,235.0,0.38,251.0,497.0,0.5,0.52,126.0,149.0,0.85,57.0,162.0,219.0,182.0,71.0,3.0,106.0,126.0,895.0,,0.0
2004,26,1395,SAC,Sacramento Kings,30.0,NBA,SG,50.0,0.0,1185.0,263.0,592.0,0.44,81.0,219.0,0.37,182.0,373.0,0.49,0.51,82.0,109.0,0.75,55.0,119.0,174.0,105.0,49.0,8.0,63.0,106.0,689.0,,0.0
2005,26,1395,SAC,Sacramento Kings,31.0,NBA,SG,25.0,0.0,536.0,109.0,255.0,0.43,33.0,96.0,0.34,76.0,159.0,0.48,0.49,50.0,58.0,0.86,23.0,62.0,85.0,59.0,14.0,2.0,28.0,58.0,301.0,,0.0
2006,15,1395,MEM,Memphis Grizzlies,32.0,NBA,PG,71.0,15.0,1775.0,286.0,748.0,0.38,129.0,332.0,0.39,157.0,416.0,0.38,0.47,107.0,146.0,0.73,44.0,179.0,223.0,195.0,61.0,1.0,101.0,155.0,808.0,,0.0
2007,19,1395,NOK,New Orleans/Oklahoma City Hornets,33.0,NBA,SG,56.0,2.0,1330.0,204.0,518.0,0.39,54.0,165.0,0.33,150.0,353.0,0.42,0.45,130.0,168.0,0.77,42.0,136.0,178.0,141.0,50.0,6.0,78.0,98.0,592.0,,0.0
2008,31,1395,TOT,Total After Trade,34.0,NBA,"PG,SG",72.0,5.0,1389.0,204.0,506.0,0.4,81.0,226.0,0.36,123.0,280.0,0.44,0.48,64.0,81.0,0.79,33.0,148.0,181.0,139.0,45.0,5.0,59.0,96.0,553.0,,0.0
2008,19,1395,NOH,New Orleans Hornets,34.0,NBA,SG,46.0,0.0,891.0,116.0,296.0,0.39,53.0,144.0,0.37,63.0,152.0,0.41,0.48,40.0,49.0,0.82,23.0,87.0,110.0,76.0,32.0,3.0,31.0,59.0,325.0,,0.0
2008,11,1395,HOU,Houston Rockets,34.0,NBA,PG,26.0,5.0,498.0,88.0,210.0,0.42,28.0,82.0,0.34,60.0,128.0,0.47,0.49,24.0,32.0,0.75,10.0,61.0,71.0,63.0,13.0,2.0,28.0,37.0,228.0,,0.0
2009,26,1395,SAC,Sacramento Kings,35.0,NBA,PG,71.0,10.0,1484.0,193.0,485.0,0.4,60.0,197.0,0.3,133.0,288.0,0.46,0.46,86.0,101.0,0.85,42.0,158.0,200.0,143.0,62.0,4.0,66.0,100.0,532.0,,0.0
