Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",24.0,NBA,C,20.0,3.0,509.0,5.7,10.1,0.57,0.0,0.1,0.0,5.7,10.0,0.57,3.2,5.2,0.62,3.6,7.2,10.8,0.4,1.7,2.7,1.1,5.4,14.6
2000,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",25.0,NBA,C,16.0,0.0,386.0,2.7,8.0,0.34,0.0,0.1,0.0,2.7,7.9,0.34,1.8,2.9,0.61,3.3,7.2,10.4,0.6,0.7,2.1,1.1,4.8,7.2
2001,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",26.0,NBA,C,4.0,4.0,141.0,2.6,6.6,0.38,0.0,0.0,,2.6,6.6,0.38,1.3,3.3,0.38,1.0,7.1,8.2,1.8,0.5,2.3,0.5,4.6,6.4
2004,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",29.0,NBA,C,5.0,5.0,194.0,5.0,10.2,0.49,0.2,0.4,0.5,4.8,9.8,0.49,1.5,2.6,0.57,2.6,8.0,10.6,2.2,0.7,1.3,1.1,3.9,11.7
2005,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",30.0,NBA,C,5.0,5.0,184.0,3.3,8.0,0.42,0.0,0.0,,3.3,8.0,0.42,3.3,5.3,0.63,0.8,10.2,11.0,1.8,0.6,3.1,2.2,3.5,10.0
2006,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",31.0,NBA,C,5.0,5.0,175.0,5.3,12.8,0.42,0.0,0.0,,5.3,12.8,0.42,1.0,1.9,0.56,2.7,8.6,11.3,2.3,0.8,2.9,0.8,2.9,11.7
2007,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",32.0,NBA,C,5.0,5.0,184.0,3.3,8.8,0.38,0.0,0.0,,3.3,8.8,0.38,0.8,1.2,0.67,2.3,12.1,14.5,2.0,0.8,3.1,2.0,2.7,7.4
2008,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",33.0,NBA,C,4.0,4.0,124.0,1.5,6.1,0.24,0.3,0.3,1.0,1.2,5.8,0.2,0.6,1.7,0.33,3.2,12.2,15.4,3.5,1.2,3.5,2.9,2.9,3.8
2010,25,461,POR,Portland Trail Blazers,Marcus Camby,"March 22, 1974",35.0,NBA,C,6.0,6.0,178.0,3.2,7.7,0.42,0.0,0.2,0.0,3.2,7.5,0.43,0.6,1.2,0.5,3.2,8.9,12.1,2.8,0.8,1.4,0.6,3.6,7.1
2011,25,461,POR,Portland Trail Blazers,Marcus Camby,"March 22, 1974",36.0,NBA,C,6.0,6.0,167.0,2.2,4.7,0.46,0.2,0.2,1.0,1.9,4.5,0.43,0.0,0.4,0.0,3.9,8.6,12.5,1.7,0.9,1.9,1.1,3.9,4.5
2013,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",38.0,NBA,PF,3.0,0.0,3.0,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,24.0,0.0,0.0,0.0,12.0,12.0,24.0
