Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,22.0,ORL,NBA,SG,81.0,9.0,1785.0,372.0,753.0,0.494,1.0,17.0,0.059,371.0,736.0,0.504,0.495,186.0,264.0,0.705,107.0,209.0,316.0,124.0,69.0,34.0,138.0,140.0,931.0,,0.0
1991,23.0,ORL,NBA,SG,70.0,42.0,1971.0,400.0,857.0,0.467,17.0,58.0,0.293,383.0,799.0,0.479,0.477,173.0,259.0,0.668,92.0,294.0,386.0,106.0,74.0,44.0,113.0,145.0,990.0,,0.0
1992,24.0,ORL,NBA,SG,60.0,59.0,2203.0,482.0,1042.0,0.463,30.0,85.0,0.353,452.0,957.0,0.472,0.477,202.0,303.0,0.667,98.0,286.0,384.0,163.0,97.0,33.0,126.0,132.0,1196.0,,1.0
1993,25.0,ORL,NBA,SG,79.0,76.0,2920.0,594.0,1324.0,0.449,88.0,249.0,0.353,506.0,1075.0,0.471,0.482,298.0,402.0,0.741,122.0,355.0,477.0,265.0,128.0,56.0,164.0,200.0,1574.0,,0.0
1994,26.0,ORL,NBA,SG,81.0,81.0,2811.0,504.0,1054.0,0.478,101.0,314.0,0.322,403.0,740.0,0.545,0.526,168.0,250.0,0.672,113.0,363.0,476.0,294.0,134.0,33.0,165.0,148.0,1277.0,,0.0
1995,27.0,ORL,NBA,SG,76.0,76.0,2588.0,439.0,923.0,0.476,179.0,431.0,0.415,260.0,492.0,0.528,0.573,143.0,203.0,0.704,85.0,250.0,335.0,314.0,125.0,22.0,141.0,124.0,1200.0,,0.0
1996,28.0,ORL,NBA,SG,77.0,77.0,2717.0,400.0,904.0,0.442,168.0,430.0,0.391,232.0,474.0,0.489,0.535,166.0,240.0,0.692,92.0,323.0,415.0,279.0,121.0,46.0,141.0,135.0,1134.0,,0.0
1997,29.0,ORL,NBA,SG,63.0,61.0,2163.0,288.0,725.0,0.397,143.0,405.0,0.353,145.0,320.0,0.453,0.496,38.0,94.0,0.404,66.0,238.0,304.0,182.0,120.0,32.0,86.0,160.0,757.0,,0.0
1998,30.0,ORL,NBA,SF,58.0,44.0,1701.0,343.0,754.0,0.455,77.0,214.0,0.36,266.0,540.0,0.493,0.506,127.0,199.0,0.638,98.0,199.0,297.0,119.0,72.0,23.0,85.0,98.0,890.0,,0.0
1999,31.0,ORL,NBA,SF,47.0,39.0,1581.0,253.0,640.0,0.395,96.0,277.0,0.347,157.0,363.0,0.433,0.47,99.0,162.0,0.611,51.0,226.0,277.0,91.0,64.0,15.0,83.0,72.0,701.0,,0.0
2001,33.0,SAC,NBA,SG,21.0,0.0,169.0,14.0,57.0,0.246,10.0,39.0,0.256,4.0,18.0,0.222,0.333,0.0,0.0,,3.0,22.0,25.0,13.0,10.0,4.0,7.0,13.0,38.0,,0.0
2002,34.0,MEM,NBA,SG,15.0,0.0,219.0,21.0,76.0,0.276,13.0,48.0,0.271,8.0,28.0,0.286,0.362,5.0,9.0,0.556,1.0,32.0,33.0,14.0,6.0,6.0,14.0,17.0,60.0,,0.0
