Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2003,PHO,Amar'e Stoudemire,1,458.0,585,0.783,ROY
2003,HOU,Yao Ming,2,405.0,585,0.692,ROY
2003,MIA,Caron Butler,3,179.0,585,0.306,ROY
2003,SAS,Manu Ginobili,4,5.0,585,0.009,ROY
2003,TOT,Drew Gooden,5,3.0,585,0.005,ROY
2003,DEN,Nene Hilario,6,2.0,585,0.003,ROY
2003,CLE,Carlos Boozer,7,1.0,585,0.002,ROY
