Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2019,18,2198,MIN,Minnesota Timberwolves,Josh Okogie,1998-09-01,20.0,NBA,SG,74,52,1757,5.3,13.9,0.39,1.6,5.9,0.28,3.7,8.0,0.46,3.2,4.4,0.73,1.1,4.8,5.9,2.5,2.4,0.9,1.7,4.5,15.5,101,113
2020,18,2198,MIN,Minnesota Timberwolves,Josh Okogie,1998-09-01,21.0,NBA,SG,62,28,1547,5.1,11.9,0.43,1.2,4.6,0.27,3.9,7.3,0.53,4.6,5.7,0.8,2.6,5.4,8.0,3.0,2.0,0.8,2.6,4.2,16.0,108,113
2021,18,2198,MIN,Minnesota Timberwolves,Josh Okogie,1998-09-01,22.0,NBA,SG,36,21,713,3.6,10.4,0.35,1.0,4.4,0.23,2.7,6.0,0.44,3.2,3.9,0.81,2.2,3.9,6.1,2.9,2.2,1.0,1.7,5.0,11.5,101,115
