Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,26.0,2881,SAC,Sacramento Kings,Otis Thorpe,"August 5, 1962",23.0,NBA,PF,3.0,35.0,8.0,0.32,0.0,1.0,22.1,13.8,18.4,0.0,0.0,1.7,5.1,22.6,-0.1,0.0,-0.1,-0.08,-2.6,-6.5,-9.2,-0.1
1989,11.0,2881,HOU,Houston Rockets,Otis Thorpe,"August 5, 1962",26.0,NBA,PF,4.0,152.0,13.0,0.69,0.0,0.57,4.5,10.5,7.5,11.7,1.6,0.4,24.5,16.7,0.1,0.1,0.3,0.09,-0.9,0.9,0.0,0.1
1990,11.0,2881,HOU,Houston Rockets,Otis Thorpe,"August 5, 1962",27.0,NBA,PF,4.0,164.0,18.8,0.65,0.0,0.84,9.3,16.7,12.5,6.8,1.6,0.0,12.7,18.6,0.4,0.0,0.5,0.14,2.0,0.2,2.2,0.2
1991,11.0,2881,HOU,Houston Rockets,Otis Thorpe,"August 5, 1962",28.0,NBA,PF,3.0,116.0,14.7,0.58,0.0,0.16,7.4,19.6,13.4,11.3,0.9,0.0,12.9,18.2,0.1,0.1,0.2,0.1,1.2,0.6,1.8,0.1
1993,11.0,2881,HOU,Houston Rockets,Otis Thorpe,"August 5, 1962",30.0,NBA,PF,12.0,419.0,17.8,0.65,0.0,0.37,11.0,16.7,14.2,12.4,0.8,0.1,11.3,16.4,1.2,0.5,1.7,0.19,2.3,0.2,2.6,0.5
1994,11.0,2881,HOU,Houston Rockets,Otis Thorpe,"August 5, 1962",31.0,NBA,PF,23.0,854.0,14.4,0.58,0.01,0.34,9.7,19.7,15.1,10.1,0.8,0.8,14.2,14.2,1.4,1.0,2.4,0.13,-0.3,0.3,-0.1,0.4
1995,25.0,2881,POR,Portland Trail Blazers,Otis Thorpe,"August 5, 1962",32.0,NBA,PF,3.0,66.0,14.6,0.61,0.0,0.48,8.5,16.6,12.1,4.9,0.0,0.0,10.6,19.7,0.1,-0.1,0.0,0.03,-1.4,-2.1,-3.6,0.0
1996,9.0,2881,DET,Detroit Pistons,Otis Thorpe,"August 5, 1962",33.0,NBA,PF,3.0,101.0,18.8,0.6,0.0,0.5,17.5,28.5,22.8,12.6,0.0,0.0,19.3,17.9,0.2,-0.1,0.2,0.09,2.3,-0.2,2.0,0.1
1997,9.0,2881,DET,Detroit Pistons,Otis Thorpe,"August 5, 1962",34.0,NBA,C,5.0,152.0,11.8,0.55,0.0,0.22,9.4,18.9,13.7,4.9,0.8,0.0,16.7,18.3,0.1,0.2,0.2,0.07,-2.0,-0.9,-3.0,0.0
2001,,2881,CHH,None,Otis Thorpe,"August 5, 1962",38.0,NBA,PF,8.0,57.0,1.0,0.22,0.0,0.0,11.6,22.9,17.0,0.0,0.0,0.0,18.2,8.9,-0.1,0.1,0.0,-0.02,-7.8,-2.6,-10.3,-0.1
