PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Kareem Abdul-Jabbar,33,3,,44.7,10.0,21.7,0.462,0.0,0.0,,10.0,21.7,0.462,0.462,6.7,9.3,0.7140000000000001,4.3,12.3,16.7,4.0,1.0,2.7,3.7,4.7,26.7
Norm Nixon,25,3,,44.3,8.3,16.3,0.51,0.0,0.0,,8.3,16.3,0.51,0.51,2.7,3.3,0.8,0.3,3.3,3.7,8.7,0.3,0.3,1.7,3.0,19.3
Magic Johnson,21,3,,42.3,6.3,16.3,0.38799999999999996,0.0,0.0,,6.3,16.3,0.38799999999999996,0.38799999999999996,4.3,6.7,0.65,2.7,11.0,13.7,7.0,2.7,1.0,3.7,4.7,17.0
Jamaal Wilkes,27,3,,37.7,7.0,16.0,0.43799999999999994,0.0,0.3,0.0,7.0,15.7,0.447,0.43799999999999994,4.0,6.0,0.667,1.3,1.3,2.7,1.3,0.3,0.3,1.3,3.3,18.0
Michael Cooper,24,3,,34.0,3.7,6.7,0.55,0.0,1.0,0.0,3.7,5.7,0.647,0.55,3.3,4.7,0.7140000000000001,0.7,2.7,3.3,2.3,2.0,0.0,2.3,2.3,10.7
Jim Chones,31,3,,22.3,3.3,5.7,0.588,0.0,0.0,,3.3,5.7,0.588,0.588,1.3,2.7,0.5,2.0,3.7,5.7,0.3,0.3,1.3,1.0,3.0,8.0
Mark Landsberger,25,3,,10.7,0.7,2.3,0.28600000000000003,0.0,0.0,,0.7,2.3,0.28600000000000003,0.28600000000000003,0.3,0.3,1.0,3.0,2.0,5.0,0.0,0.3,0.0,0.3,1.7,1.7
Jim Brewer,29,3,,2.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0
Eddie Jordan,26,2,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Brad Holland,24,1,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
