PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Johnny Davis,25,2,,37.0,7.0,17.5,0.4,0.0,0.5,0.0,7.0,17.0,0.41200000000000003,0.4,6.0,6.5,0.9229999999999999,1.0,3.0,4.0,5.5,1.0,0.0,0.5,3.0,20.0
Billy Knight,28,2,,35.5,8.0,15.0,0.5329999999999999,0.0,0.0,,8.0,15.0,0.5329999999999999,0.5329999999999999,2.5,4.0,0.625,3.0,3.0,6.0,2.5,0.5,0.0,2.5,2.5,18.5
James Edwards,25,2,,28.0,3.5,12.0,0.292,0.0,0.0,,3.5,12.0,0.292,0.292,0.0,0.0,,2.0,5.0,7.0,2.5,0.5,0.5,2.0,4.0,7.0
Louis Orr,22,2,,28.0,4.5,12.5,0.36,0.0,0.0,,4.5,12.5,0.36,0.36,3.0,3.5,0.857,3.0,2.0,5.0,2.0,2.5,0.5,3.0,2.0,12.0
Clemon Johnson,24,2,,27.5,2.5,6.0,0.41700000000000004,0.0,0.0,,2.5,6.0,0.41700000000000004,0.41700000000000004,2.5,5.0,0.5,5.0,5.0,10.0,1.5,2.0,1.0,1.5,1.5,7.5
Mike Bantom,29,2,,25.5,6.0,8.0,0.75,0.0,0.0,,6.0,8.0,0.75,0.75,2.5,3.5,0.7140000000000001,2.5,1.5,4.0,0.5,0.5,0.5,3.0,5.0,14.5
George McGinnis,30,2,,19.5,1.5,7.5,0.2,0.0,0.0,,1.5,7.5,0.2,0.2,2.0,4.0,0.5,1.0,4.0,5.0,3.5,1.0,0.0,2.5,3.0,5.0
Don Buse,30,2,,17.5,0.5,4.0,0.125,0.5,2.0,0.25,0.0,2.0,0.0,0.188,1.0,1.0,1.0,0.0,2.5,2.5,3.5,1.5,0.0,1.0,2.0,2.5
George Johnson,24,2,,11.5,2.5,4.0,0.625,0.0,0.0,,2.5,4.0,0.625,0.625,0.0,0.0,,0.5,1.5,2.0,0.5,0.0,0.0,1.0,0.5,5.0
Dudley Bradley,23,2,,9.5,1.5,4.5,0.33299999999999996,0.5,0.5,1.0,1.0,4.0,0.25,0.389,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,2.5,2.0,4.5
Jerry Sichting,24,1,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
