PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Campy Russell,29,2,,44.5,7.5,17.0,0.441,0.0,1.0,0.0,7.5,16.0,0.469,0.441,8.0,8.5,0.941,0.5,4.0,4.5,4.5,2.0,0.5,4.0,4.5,23.0
Micheal Ray Richardson,25,2,,43.0,4.0,16.5,0.242,0.0,2.0,0.0,4.0,14.5,0.276,0.242,3.5,6.0,0.583,3.0,6.5,9.5,5.5,3.5,0.0,4.0,4.0,11.5
Ray Williams,26,2,,42.0,9.0,20.5,0.439,0.5,1.5,0.33299999999999996,8.5,19.0,0.447,0.451,3.0,5.5,0.545,1.5,2.5,4.0,4.5,2.0,0.0,4.5,5.0,21.5
Marvin Webster,28,2,,31.5,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,0.5,0.0,2.0,0.0,2.0,3.0,5.0,0.5,0.0,0.5,1.5,3.0,6.0
Sly Williams,23,2,,28.0,6.5,9.0,0.722,0.0,0.0,,6.5,9.0,0.722,0.722,0.0,0.0,,2.0,2.5,4.5,2.5,1.5,0.0,1.5,3.5,13.0
Bill Cartwright,23,2,,24.5,3.0,8.5,0.353,0.0,0.0,,3.0,8.5,0.353,0.353,4.0,6.0,0.667,2.0,4.5,6.5,0.5,0.5,0.5,3.0,3.5,10.0
Larry Demic,23,2,,18.5,2.0,2.5,0.8,0.0,0.0,,2.0,2.5,0.8,0.8,0.5,1.0,0.5,2.5,1.0,3.5,0.0,0.0,0.5,0.0,1.5,4.5
Mike Glenn,25,2,,13.0,2.0,3.5,0.5710000000000001,0.0,0.5,0.0,2.0,3.0,0.667,0.5710000000000001,1.5,1.5,1.0,0.5,1.5,2.0,0.5,0.5,0.0,1.0,0.0,5.5
Reggie Carter,23,1,,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0
Mike Woodson,22,2,,4.0,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0
