PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Larry Bird,24,17,,44.1,8.6,18.4,0.47,0.2,0.5,0.375,8.5,17.9,0.47200000000000003,0.474,4.5,5.0,0.894,2.9,11.1,14.0,6.1,2.3,1.0,3.6,3.1,21.9
Tiny Archibald,32,17,,37.1,5.6,12.4,0.45,0.0,0.3,0.0,5.6,12.1,0.461,0.45,4.5,5.5,0.809,0.4,1.3,1.6,6.3,0.8,0.0,2.9,2.3,15.6
Cedric Maxwell,25,17,,35.2,5.9,10.2,0.58,0.0,0.0,,5.9,10.2,0.58,0.58,4.2,5.2,0.818,3.6,3.8,7.4,2.7,0.7,0.9,2.5,3.1,16.1
Chris Ford,32,17,,29.8,3.9,8.6,0.452,0.4,1.5,0.28,3.5,7.1,0.488,0.47600000000000003,0.9,1.5,0.6,0.8,1.9,2.6,2.7,0.8,0.1,1.1,2.8,9.1
Robert Parish,27,17,,28.9,6.4,12.9,0.493,0.0,0.0,,6.4,12.9,0.493,0.493,2.3,3.4,0.672,2.9,5.6,8.6,1.1,1.2,2.3,2.6,4.4,15.0
Kevin McHale,23,17,,17.4,3.6,6.6,0.54,0.0,0.0,,3.6,6.6,0.54,0.54,1.4,2.1,0.639,1.7,1.8,3.5,0.8,0.2,1.5,0.9,3.0,8.5
M.L. Carr,30,17,,16.9,2.5,5.9,0.41600000000000004,0.0,0.2,0.0,2.5,5.7,0.433,0.41600000000000004,1.1,1.4,0.75,0.5,1.0,1.5,0.8,0.6,0.4,0.5,1.9,6.0
Rick Robey,25,17,,15.6,2.1,4.8,0.43200000000000005,0.0,0.0,,2.1,4.8,0.43200000000000005,0.43200000000000005,0.9,2.1,0.457,1.1,2.4,3.5,0.7,0.1,0.3,1.1,2.6,5.1
Gerald Henderson,25,16,,14.3,2.6,5.4,0.47700000000000004,0.0,0.1,0.0,2.6,5.3,0.48200000000000004,0.47700000000000004,0.6,0.8,0.833,0.6,0.9,1.6,1.6,0.6,0.2,0.8,1.5,5.8
Eric Fernsten,27,8,,1.8,0.0,0.4,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.3,0.4,0.667,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.4,0.3
Terry Duerod,24,10,,1.2,0.4,1.0,0.4,0.0,0.2,0.0,0.4,0.8,0.5,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.8
