PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Scott Wedman,28,15,,43.8,8.6,19.8,0.434,0.6,2.1,0.281,8.0,17.7,0.45299999999999996,0.449,2.7,3.7,0.7140000000000001,1.1,4.7,5.8,3.9,1.2,0.5,2.6,3.4,20.5
Ernie Grunfeld,25,15,,42.2,6.5,13.4,0.488,0.1,0.3,0.5,6.4,13.1,0.48700000000000004,0.493,3.6,4.5,0.8059999999999999,0.7,3.5,4.2,5.9,2.0,0.6,2.9,3.4,16.8
Reggie King,23,15,,41.3,8.1,16.5,0.49200000000000005,0.0,0.1,0.0,8.1,16.5,0.494,0.49200000000000005,5.0,6.8,0.735,3.7,6.2,9.9,1.7,1.2,0.7,2.3,3.3,21.3
Sam Lacey,32,15,,35.5,4.0,9.5,0.42,0.0,0.2,0.0,4.0,9.3,0.429,0.42,2.0,2.3,0.857,2.0,6.0,8.0,5.3,1.9,1.5,2.6,4.2,10.0
Phil Ford,24,5,,31.6,3.0,7.0,0.429,0.0,0.2,0.0,3.0,6.8,0.441,0.429,1.8,2.6,0.6920000000000001,0.2,1.4,1.6,5.8,1.0,0.0,3.4,1.8,7.8
Otis Birdsong,25,8,,29.3,7.0,12.3,0.5710000000000001,0.1,0.1,1.0,6.9,12.1,0.5670000000000001,0.5770000000000001,1.4,2.3,0.611,1.0,1.6,2.6,3.4,1.5,0.0,2.5,1.6,15.5
Leon Douglas,26,15,,21.2,1.0,2.1,0.469,0.0,0.0,,1.0,2.1,0.469,0.469,1.0,2.3,0.429,1.2,3.1,4.3,0.7,0.3,0.2,1.2,3.1,3.0
Joe Meriweather,27,10,,19.9,2.4,4.9,0.49,0.0,0.0,,2.4,4.9,0.49,0.49,0.8,1.4,0.5710000000000001,1.2,1.9,3.1,0.5,0.5,0.7,0.9,3.1,5.6
John Lambert,28,15,,11.7,1.5,3.6,0.40700000000000003,0.0,0.2,0.0,1.5,3.4,0.431,0.40700000000000003,0.3,0.4,0.833,1.3,1.2,2.5,0.6,0.3,0.3,0.4,1.4,3.3
Lloyd Walton,27,8,,9.1,0.5,1.9,0.267,0.0,0.1,0.0,0.5,1.8,0.28600000000000003,0.267,0.4,0.5,0.75,0.4,0.5,0.9,2.4,0.5,0.0,1.1,0.8,1.4
Frankie Sanders,24,9,,5.6,1.0,2.0,0.5,0.1,0.2,0.5,0.9,1.8,0.5,0.528,0.4,0.4,1.0,0.4,0.1,0.6,0.2,0.3,0.0,0.9,0.9,2.6
