Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1996,22.0,MIA,NBA,SG,30.0,323.0,15.9,0.55,0.716,0.305,4.4,14.1,9.4,16.9,1.0,0.2,12.6,25.7,,0.5,0.4,0.9,0.135,,3.2,-0.7,2.5,0.4
1997,23.0,MIA,NBA,SG,73.0,2111.0,14.7,0.614,0.646,0.154,2.2,9.9,6.1,13.5,1.3,0.7,13.0,18.7,,3.9,2.9,6.8,0.155,,2.2,0.5,2.7,2.6
1998,24.0,MIA,NBA,SG,81.0,2621.0,13.3,0.547,0.443,0.21,3.3,9.5,6.5,11.8,1.2,0.4,9.6,18.4,,4.5,2.5,7.1,0.129,,1.2,-0.3,0.9,1.9
1999,25.0,MIA,NBA,SG,12.0,190.0,12.0,0.489,0.443,0.139,2.7,7.1,5.1,10.3,0.9,0.4,7.7,23.6,,0.1,0.2,0.3,0.073,,-0.7,-2.9,-3.5,-0.1
2001,27.0,DEN,NBA,SG,80.0,2331.0,13.2,0.522,0.452,0.227,2.2,8.7,5.4,13.4,1.4,0.5,9.9,19.7,,2.9,0.6,3.5,0.072,,0.2,-1.1,-0.8,0.7
2002,28.0,DEN,NBA,SG,71.0,1665.0,14.5,0.495,0.312,0.156,2.5,10.4,6.3,14.3,1.9,1.1,10.0,24.5,,0.9,0.8,1.7,0.049,,0.9,-0.8,0.1,0.9
2003,29.0,TOR,NBA,SG,63.0,1929.0,14.4,0.502,0.311,0.24,2.7,10.1,6.3,13.6,1.6,0.8,10.3,23.6,,1.7,0.7,2.4,0.06,,0.3,-1.4,-1.0,0.5
2004,30.0,DEN,NBA,SG,73.0,2233.0,13.5,0.512,0.31,0.195,2.3,7.9,5.1,11.6,1.4,0.4,9.1,21.9,,2.8,1.2,4.0,0.086,,0.0,-1.4,-1.4,0.3
2005,31.0,DEN,NBA,SG,3.0,54.0,15.1,0.491,0.462,0.308,0.0,12.7,6.4,19.0,1.0,0.0,6.3,26.0,,0.0,0.0,0.1,0.082,,1.2,-0.8,0.4,0.0
2006,32.0,TOT,NBA,SG,26.0,458.0,10.9,0.467,0.408,0.162,1.3,10.8,6.1,15.6,2.4,0.7,13.2,23.7,,-0.5,0.3,-0.1,-0.013,,-1.9,-0.3,-2.2,0.0
2006,32.0,DEN,NBA,SG,12.0,238.0,10.1,0.455,0.34,0.126,1.0,12.6,6.9,12.7,1.7,0.6,9.2,22.5,,-0.2,0.2,0.0,0.005,,-2.1,0.3,-1.8,0.0
2006,32.0,POR,NBA,SG,14.0,220.0,11.8,0.48,0.489,0.205,1.6,8.9,5.2,18.8,3.2,0.7,17.3,25.0,,-0.3,0.1,-0.1,-0.031,,-1.7,-0.9,-2.7,0.0
