Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,22.0,UTA,NBA,PF,4.0,4.0,144.0,9.5,18.0,0.528,0.0,0.0,,9.5,18.0,0.528,2.7,6.5,0.423,1.5,6.0,7.5,1.0,2.0,0.0,1.5,4.5,21.7
1987,23.0,UTA,NBA,PF,5.0,5.0,200.0,6.7,15.8,0.42,0.0,0.0,,6.7,15.8,0.42,4.7,6.5,0.722,2.7,5.9,8.6,1.1,2.0,0.7,3.1,3.6,18.0
1988,24.0,UTA,NBA,PF,11.0,11.0,494.0,9.0,18.6,0.482,0.0,0.1,0.0,9.0,18.5,0.484,5.9,8.2,0.723,2.4,7.1,9.5,1.2,0.9,0.5,2.8,2.6,23.8
1989,25.0,UTA,NBA,PF,3.0,3.0,136.0,8.7,17.5,0.5,0.0,0.0,,8.7,17.5,0.5,6.9,8.5,0.813,5.8,7.1,13.0,1.1,0.8,0.3,3.4,4.2,24.4
1990,26.0,UTA,NBA,PF,5.0,5.0,203.0,8.2,18.6,0.438,0.0,0.2,0.0,8.2,18.4,0.442,6.0,8.0,0.756,2.8,6.2,9.0,2.0,2.0,0.9,2.1,3.9,22.3
1991,27.0,UTA,NBA,PF,9.0,9.0,383.0,8.9,19.6,0.455,0.0,0.8,0.0,8.9,18.9,0.473,7.2,8.6,0.846,2.2,9.1,11.3,2.7,0.8,1.0,2.4,3.3,25.1
1992,28.0,UTA,NBA,PF,16.0,16.0,688.0,7.7,14.9,0.521,0.0,0.1,0.0,7.7,14.8,0.525,8.8,11.0,0.805,2.3,7.2,9.5,2.2,1.2,1.0,2.4,3.0,24.3
1993,29.0,UTA,NBA,PF,5.0,5.0,216.0,7.3,16.2,0.454,0.2,0.3,0.5,7.2,15.8,0.453,5.2,6.3,0.816,2.0,6.7,8.7,1.7,1.0,0.3,3.3,3.5,20.0
1994,30.0,UTA,NBA,PF,16.0,16.0,703.0,8.1,17.3,0.467,0.0,0.2,0.0,8.1,17.1,0.473,6.0,8.2,0.738,2.7,7.5,10.1,2.8,1.2,0.7,1.7,3.0,22.2
1995,31.0,UTA,NBA,PF,5.0,5.0,216.0,8.0,17.2,0.466,0.2,0.5,0.333,7.8,16.7,0.47,9.0,13.0,0.692,2.5,8.5,11.0,3.2,1.2,0.3,2.3,3.0,25.2
1996,32.0,UTA,NBA,PF,18.0,18.0,725.0,9.3,19.9,0.469,0.0,0.1,0.0,9.3,19.8,0.472,5.0,8.7,0.574,2.3,6.9,9.2,3.9,1.7,0.5,2.2,3.0,23.7
1997,33.0,UTA,NBA,PF,20.0,20.0,816.0,8.2,19.0,0.435,0.0,0.1,0.5,8.2,18.9,0.435,6.4,8.8,0.72,2.6,7.4,10.1,2.5,1.2,0.7,2.4,2.6,22.9
1998,34.0,UTA,NBA,PF,20.0,20.0,795.0,9.0,19.0,0.471,0.0,0.1,0.0,9.0,18.9,0.475,5.9,7.5,0.788,2.1,7.7,9.8,3.1,1.0,0.9,2.7,3.1,23.8
1999,35.0,UTA,NBA,PF,11.0,11.0,451.0,6.9,16.4,0.417,0.0,0.1,0.0,6.9,16.4,0.42,5.4,6.9,0.791,2.9,7.0,9.9,4.2,1.0,0.6,3.2,3.0,19.2
2001,37.0,UTA,NBA,PF,5.0,5.0,199.0,8.9,21.9,0.405,0.2,0.4,0.5,8.7,21.5,0.403,7.1,8.9,0.796,1.6,6.3,8.0,3.1,0.9,0.7,3.4,2.4,25.0
2002,38.0,UTA,NBA,PF,4.0,4.0,163.0,6.6,16.1,0.411,0.0,0.2,0.0,6.6,15.9,0.417,4.4,6.2,0.714,0.7,6.0,6.6,4.0,1.1,0.7,2.4,2.4,17.7
2003,39.0,UTA,NBA,PF,5.0,5.0,191.0,6.4,15.8,0.405,0.0,0.2,0.0,6.4,15.6,0.41,5.7,7.7,0.732,1.3,5.1,6.4,3.8,1.5,0.4,3.8,2.8,18.5
2004,40.0,LAL,NBA,PF,21.0,21.0,798.0,4.4,9.8,0.45,0.0,0.0,0.0,4.4,9.8,0.452,2.1,3.3,0.63,1.7,6.7,8.3,3.2,1.1,0.1,2.1,2.9,10.9
