Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,25,582,POR,Portland Trail Blazers,Steve Colter,"July 24, 1962",22.0,NBA,PG,78.0,22.0,1462.0,6.8,15.1,0.45,0.8,2.3,0.35,6.0,12.8,0.47,3.1,4.1,0.75,1.3,3.5,4.8,7.7,2.4,0.3,3.6,4.5,17.6,,105.0,108.0
1986,25,582,POR,Portland Trail Blazers,Steve Colter,"July 24, 1962",23.0,NBA,PG,81.0,51.0,1868.0,6.7,14.7,0.46,0.7,2.0,0.32,6.0,12.6,0.48,3.3,4.0,0.82,1.0,3.3,4.4,6.3,2.8,0.2,2.8,4.6,17.4,,107.0,108.0
1987,31,582,TOT,Total After Trade,Steve Colter,"July 24, 1962",24.0,NBA,PG,70.0,31.0,1322.0,6.3,14.9,0.43,0.2,0.6,0.24,6.2,14.3,0.43,3.1,4.0,0.77,0.9,3.2,4.1,7.9,2.1,0.5,2.6,3.7,15.9,,104.0,110.0
1987,5,582,CHI,Chicago Bulls,Steve Colter,"July 24, 1962",24.0,NBA,PG,27.0,18.0,473.0,5.2,15.0,0.34,0.0,1.0,0.0,5.2,14.1,0.37,3.5,4.1,0.85,1.0,3.5,4.4,10.0,2.0,0.6,3.4,4.0,13.9,,95.0,109.0
1987,23,582,PHI,Philadelphia 76Ers,Steve Colter,"July 24, 1962",24.0,NBA,PG,43.0,13.0,849.0,7.0,14.8,0.47,0.2,0.5,0.5,6.7,14.4,0.47,2.8,4.0,0.72,0.8,3.0,3.8,6.7,2.1,0.3,2.2,3.5,17.0,,110.0,111.0
1988,31,582,TOT,Total After Trade,Steve Colter,"July 24, 1962",25.0,NBA,PG,68.0,53.0,1513.0,6.6,14.3,0.46,0.1,0.3,0.3,6.5,14.0,0.46,2.4,3.1,0.79,1.9,3.7,5.6,8.5,2.0,0.5,2.9,4.3,15.7,,107.0,109.0
1988,23,582,PHI,Philadelphia 76Ers,Steve Colter,"July 24, 1962",25.0,NBA,PG,12.0,0.0,152.0,4.9,13.2,0.38,0.0,0.0,,4.9,13.2,0.38,2.3,3.0,0.78,2.3,3.6,5.9,8.6,2.0,0.0,3.6,6.6,12.2,,95.0,112.0
1988,30,582,WSB,Washington Bullets,Steve Colter,"July 24, 1962",25.0,NBA,PG,56.0,53.0,1361.0,6.8,14.4,0.47,0.1,0.4,0.3,6.7,14.1,0.47,2.4,3.1,0.79,1.8,3.7,5.6,8.4,2.0,0.5,2.8,4.0,16.1,,109.0,109.0
1989,30,582,WSB,Washington Bullets,Steve Colter,"July 24, 1962",26.0,NBA,PG,80.0,5.0,1425.0,6.8,15.3,0.44,0.1,0.8,0.12,6.7,14.4,0.46,4.2,5.6,0.75,2.1,4.0,6.1,7.5,2.3,0.5,2.1,5.3,17.8,,111.0,109.0
1990,30,582,WSB,Washington Bullets,Steve Colter,"July 24, 1962",27.0,NBA,PG,73.0,1.0,977.0,7.0,14.7,0.48,0.0,0.2,0.0,7.0,14.4,0.49,3.8,4.7,0.81,2.7,6.0,8.7,7.3,2.3,0.5,1.9,4.8,17.8,,117.0,108.0
1991,26,582,SAC,Sacramento Kings,Steve Colter,"July 24, 1962",28.0,NBA,PG,19.0,0.0,251.0,4.6,11.3,0.41,1.0,2.8,0.36,3.6,8.5,0.43,1.4,2.0,0.7,1.0,4.2,5.3,7.5,2.2,0.2,2.2,5.5,11.7,,103.0,110.0
1995,6,582,CLE,Cleveland Cavaliers,Steve Colter,"July 24, 1962",32.0,NBA,PG,57.0,7.0,752.0,5.0,12.7,0.4,0.6,2.6,0.23,4.4,10.1,0.44,4.1,5.3,0.76,1.0,3.5,4.4,7.6,2.3,0.5,2.7,4.0,14.8,,105.0,106.0
