PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Anfernee Hardaway,27,50,1944,16.7,0.488,0.195,0.294,4.3,12.8,8.5,25.1,3.1,0.9,15.6,22.4,,1.6,3.4,5.0,0.122,,0.8,2.0,2.8,2.3
Horace Grant,33,50,1660,13.3,0.455,0.004,0.154,8.0,16.7,12.3,9.3,1.5,2.7,8.3,14.5,,1.4,2.7,4.1,0.11800000000000001,,-0.6,1.3,0.7,1.1
Nick Anderson,31,47,1581,15.3,0.493,0.433,0.253,3.7,16.9,10.2,10.7,2.2,0.7,10.4,22.8,,1.3,2.6,3.9,0.11800000000000001,,1.5,0.6,2.1,1.7
Darrell Armstrong,30,50,1502,22.2,0.575,0.36200000000000004,0.341,4.0,10.0,7.0,40.8,3.9,0.2,20.8,22.9,,3.8,2.7,6.4,0.205,,4.2,2.4,6.7,3.3
Isaac Austin,29,49,1259,12.0,0.457,0.015,0.34700000000000003,7.5,14.5,10.9,12.8,2.0,2.1,17.9,22.9,,-0.9,2.1,1.2,0.045,,-2.6,0.8,-1.8,0.1
Matt Harpring,22,50,1114,13.0,0.5329999999999999,0.078,0.447,9.0,13.4,11.2,7.1,1.5,0.4,16.0,18.6,,1.2,1.5,2.6,0.113,,-1.5,-0.3,-1.7,0.1
Bo Outlaw,27,31,851,12.8,0.535,0.019,0.526,7.2,15.7,11.4,10.9,2.5,3.8,23.4,13.2,,0.1,1.7,1.8,0.1,,-2.0,3.2,1.1,0.7
Michael Doleac,21,49,780,13.7,0.503,0.0,0.3,9.7,12.4,11.0,4.8,1.3,1.6,7.9,19.1,,1.2,1.1,2.2,0.138,,-2.2,-0.1,-2.3,0.0
Derek Strong,30,44,695,12.1,0.499,0.011000000000000001,0.55,10.8,16.1,13.4,4.1,1.2,0.8,14.2,17.0,,0.6,1.0,1.6,0.109,,-2.0,-0.5,-2.5,-0.1
Dominique Wilkins,39,27,252,15.4,0.445,0.14400000000000002,0.318,13.6,19.2,16.4,12.7,0.9,0.3,13.3,31.2,,-0.1,0.3,0.3,0.053,,0.0,-2.4,-2.4,0.0
B.J. Armstrong,31,22,180,12.4,0.48200000000000004,0.156,0.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,0.087,,-3.3,1.4,-1.9,0.0
Danny Schayes,39,19,143,1.9,0.431,0.0,0.276,2.4,9.1,5.7,4.5,0.4,1.1,19.7,12.9,,-0.2,0.1,0.0,-0.008,,-7.2,-0.4,-7.6,-0.2
Doug Overton,29,6,33,19.0,0.615,0.16699999999999998,0.5,3.5,3.6,3.5,17.5,1.6,0.0,17.0,24.2,,0.1,0.0,0.1,0.185,,1.4,-0.5,1.0,0.0
Gerald Wilkins,35,3,28,-14.8,0.10099999999999999,0.0,0.222,0.0,4.2,2.1,5.1,0.0,0.0,23.3,20.9,,-0.2,0.0,-0.2,-0.381,,-15.2,-4.9,-20.1,-0.1
Miles Simon,23,5,19,-7.2,0.2,0.4,0.0,6.0,6.2,6.1,0.0,2.8,0.0,37.5,19.1,,-0.1,0.0,-0.1,-0.289,,-13.5,-3.8,-17.4,-0.1
Jonathan Kerner,24,1,5,-15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,,0.0,0.0,0.0,-0.177,,-19.6,-2.4,-22.1,0.0
Kevin Ollie,26,1,4,-2.8,0.266,0.0,2.0,0.0,29.5,14.5,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.085,,-13.4,0.3,-13.1,0.0
