Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1996,11,HOU,Houston Rockets,Hakeem Olajuwon,33,72,72,38.8,10.7,20.8,0.51,0.0,0.2,0.21,10.6,20.6,0.52,0.52,5.5,7.6,0.72,2.4,8.4,10.9,3.6,1.6,2.9,3.4,3.4,26.9
1996,11,HOU,Houston Rockets,Clyde Drexler,33,52,51,38.4,6.4,14.7,0.43,1.5,4.5,0.33,4.9,10.2,0.48,0.48,5.1,6.5,0.78,1.9,5.3,7.2,5.8,2.0,0.5,2.6,2.9,19.3
1996,11,HOU,Houston Rockets,Robert Horry,25,71,71,37.1,4.2,10.3,0.41,2.0,5.5,0.37,2.2,4.8,0.46,0.51,1.6,2.0,0.78,1.4,4.4,5.8,4.0,1.6,1.5,2.3,2.8,12.0
1996,11,HOU,Houston Rockets,Mario Elie,32,45,16,30.8,4.0,7.9,0.5,0.9,2.8,0.32,3.1,5.1,0.6,0.56,2.2,2.6,0.85,1.0,2.4,3.4,3.1,1.0,0.2,1.3,2.1,11.1
1996,11,HOU,Houston Rockets,Sam Mack,25,31,20,28.0,3.9,9.3,0.42,1.7,4.4,0.4,2.2,4.9,0.44,0.52,1.3,1.5,0.85,0.6,2.6,3.2,2.5,0.7,0.3,0.9,2.4,10.8
1996,11,HOU,Houston Rockets,Sam Cassell,26,61,0,27.6,4.7,10.8,0.44,1.2,3.4,0.35,3.5,7.3,0.48,0.5,3.9,4.7,0.82,0.8,2.2,3.1,4.6,0.9,0.1,2.6,2.7,14.5
1996,11,HOU,Houston Rockets,Chucky Brown,27,82,82,24.6,3.7,6.8,0.54,0.0,0.1,0.12,3.6,6.7,0.55,0.54,1.3,1.8,0.69,1.6,3.7,5.4,1.1,0.6,0.5,1.1,2.0,8.6
1996,11,HOU,Houston Rockets,Kenny Smith,30,68,56,23.8,3.0,6.8,0.43,1.3,3.5,0.38,1.6,3.3,0.49,0.53,1.3,1.6,0.82,0.3,1.1,1.4,3.6,0.7,0.0,1.5,1.7,8.5
1996,11,HOU,Houston Rockets,Tracy Moore,30,8,2,23.8,3.8,9.5,0.4,1.6,3.8,0.43,2.1,5.8,0.37,0.48,2.3,2.4,0.95,1.3,1.5,2.8,0.8,0.3,0.0,1.0,2.0,11.4
1996,11,HOU,Houston Rockets,Mark Bryant,30,71,9,22.4,3.4,6.3,0.54,0.0,0.0,0.0,3.4,6.3,0.55,0.54,1.8,2.5,0.72,1.8,3.1,4.9,0.7,0.4,0.3,1.2,3.3,8.6
1996,11,HOU,Houston Rockets,Eldridge Recasner,28,63,27,20.2,2.4,5.7,0.42,1.3,3.0,0.42,1.1,2.7,0.4,0.53,0.9,1.0,0.86,0.5,1.8,2.3,2.7,0.4,0.1,1.0,1.8,6.9
1996,11,HOU,Houston Rockets,Melvin Booker,23,11,0,11.9,1.5,4.5,0.32,0.3,1.7,0.16,1.2,2.8,0.42,0.35,0.8,1.0,0.82,0.1,0.7,0.8,1.9,0.5,0.1,1.1,1.6,4.0
1996,11,HOU,Houston Rockets,Tim Breaux,25,54,4,10.6,1.1,3.0,0.37,0.3,0.9,0.33,0.8,2.1,0.38,0.41,0.5,0.8,0.62,0.4,0.7,1.1,0.4,0.2,0.1,0.6,0.8,3.0
1996,11,HOU,Houston Rockets,Pete Chilcutt,27,74,0,8.8,1.0,2.4,0.41,0.5,1.3,0.38,0.5,1.1,0.44,0.51,0.2,0.4,0.65,0.7,1.4,2.1,0.4,0.3,0.2,0.3,0.9,2.7
1996,11,HOU,Houston Rockets,Jaren Jackson,28,4,0,8.3,0.0,2.0,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.0,2.0,2.5,0.8,0.0,0.8,0.8,0.0,0.3,0.0,0.0,1.3,2.0
1996,11,HOU,Houston Rockets,Henry James,30,7,0,8.3,1.4,3.4,0.42,0.7,2.1,0.33,0.7,1.3,0.56,0.52,0.7,0.7,1.0,0.4,0.4,0.9,0.3,0.0,0.0,0.6,1.9,4.3
1996,11,HOU,Houston Rockets,Charles Jones,38,46,0,6.5,0.1,0.4,0.32,0.0,0.0,,0.1,0.4,0.32,0.32,0.1,0.3,0.31,0.6,1.0,1.6,0.3,0.1,0.5,0.1,1.0,0.3
1996,11,HOU,Houston Rockets,Alvin Heggs,28,4,0,3.5,0.8,1.3,0.6,0.0,0.0,,0.8,1.3,0.6,0.6,0.5,0.8,0.67,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,2.0
