Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1985,1,396,ATL,Atlanta Hawks,31,Rickey Brown,C,6-10,215,"August 20, 1958",US,4,Mississippi State
1985,1,474,ATL,Atlanta Hawks,33,Antoine Carr,PF,6-9,225,"July 23, 1961",US,R,Wichita State
1985,1,631,ATL,Atlanta Hawks,14,Charlie Criss,PG,5-8,165,"November 6, 1948",US,7,New Mexico State
1985,1,817,ATL,Atlanta Hawks,5,Jerry Eaves,PG,6-4,180,"February 8, 1959",US,2,Louisville
1985,1,1045,ATL,Atlanta Hawks,34,Mike Glenn,SG,6-2,175,"September 10, 1955",US,7,Southern Illinois
1985,1,1078,ATL,Atlanta Hawks,20,Stewart Granger,PG,6-3,190,"October 27, 1961",CA,1,Villanova
1985,1,1224,ATL,Atlanta Hawks,44,Scott Hastings,PF,6-10,235,"June 3, 1960",US,2,Arkansas
1985,1,1483,ATL,Atlanta Hawks,3,Edward Lee Johnson,SG,6-2,180,"February 24, 1955",US,7,Auburn
1985,1,1741,ATL,Atlanta Hawks,53,Cliff Levingston,PF,6-8,210,"January 4, 1961",US,2,Wichita State
1985,1,1780,ATL,Atlanta Hawks,43,Sidney Lowe,PG,6-0,195,"January 21, 1960",US,1,NC State
1985,1,2402,ATL,Atlanta Hawks,7,Leo Rautins,SF,6-8,215,"March 20, 1960",CA,1,"Minnesota, Syracuse"
1985,1,2455,ATL,Atlanta Hawks,25,Doc Rivers,PG,6-4,185,"October 13, 1961",US,1,Marquette
1985,1,2501,ATL,Atlanta Hawks,30,Tree Rollins,C,7-1,235,"June 16, 1955",US,7,Clemson
1985,1,2535,ATL,Atlanta Hawks,2,Walker Russell,PG,6-5,195,"October 26, 1960",US,2,"Houston, Western Michigan"
1985,1,3119,ATL,Atlanta Hawks,21,Dominique Wilkins,SF,6-8,215,"January 12, 1960",FR,2,Georgia
1985,1,3180,ATL,Atlanta Hawks,35,Sly Williams,SF,6-7,210,"January 26, 1958",US,5,Rhode Island
1985,1,3189,ATL,Atlanta Hawks,42,Kevin Willis,PF,7-0,220,"September 6, 1962",US,R,Michigan State
1985,1,3214,ATL,Atlanta Hawks,10,Randy Wittman,SG,6-6,210,"October 28, 1959",US,1,Indiana
