SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1996,14,LAL,Eddie Jones,24,4,4,155,9.0,16.2,0.55,3.3,6.3,0.53,5.6,9.9,0.57,1.7,2.7,0.62,2.3,4.6,7.0,2.0,2.7,0.3,1.3,5.3,22.9,,128,102
1996,14,LAL,Cedric Ceballos,26,4,4,142,10.9,22.4,0.48,1.8,5.8,0.31,9.0,16.6,0.54,4.0,4.3,0.92,4.0,8.0,11.9,1.8,1.4,0.4,2.9,3.3,27.5,,110,104
1996,14,LAL,Nick Van Exel,24,4,4,137,6.0,20.3,0.3,1.9,6.0,0.31,4.1,14.3,0.29,3.8,4.9,0.77,1.5,4.5,6.0,10.1,0.8,0.0,4.1,3.8,17.6,,90,107
1996,14,LAL,Magic Johnson,36,4,0,135,5.7,14.8,0.38,1.1,3.4,0.33,4.6,11.4,0.4,10.7,12.6,0.85,3.0,9.9,12.9,9.9,0.0,0.0,4.6,1.1,23.2,,115,107
1996,14,LAL,Elden Campbell,27,4,4,129,8.0,15.5,0.51,0.0,0.4,0.0,8.0,15.1,0.53,3.2,6.4,0.5,1.2,11.6,12.7,3.2,0.4,3.6,4.0,6.8,19.1,,93,100
1996,14,LAL,Vlade Divac,27,4,4,115,6.7,15.6,0.43,0.4,2.2,0.2,6.3,13.4,0.47,2.2,3.6,0.62,4.9,8.5,13.4,3.6,0.0,2.2,3.6,4.5,16.1,,95,104
1996,14,LAL,Anthony Peeler,26,3,0,72,6.4,19.3,0.33,4.3,10.0,0.43,2.1,9.3,0.23,2.9,2.9,1.0,1.4,4.3,5.7,2.1,4.3,0.0,2.1,4.3,20.0,,99,100
1996,14,LAL,Sedale Threatt,34,4,0,57,3.6,16.2,0.22,1.8,9.9,0.18,1.8,6.3,0.29,0.0,0.0,,0.9,1.8,2.7,3.6,1.8,0.0,2.7,3.6,9.0,,64,106
1996,14,LAL,George Lynch,25,2,0,15,6.9,13.7,0.5,0.0,3.4,0.0,6.9,10.3,0.67,0.0,0.0,,0.0,10.3,10.3,3.4,0.0,0.0,6.9,13.7,13.7,,69,106
1996,14,LAL,Fred Roberts,35,1,0,3,0.0,34.3,0.0,0.0,0.0,,0.0,34.3,0.0,0.0,0.0,,34.3,17.1,51.4,0.0,0.0,0.0,17.1,0.0,0.0,,38,104
