PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Anfernee Hardaway,24,12,12,473,11.9,25.7,0.465,2.4,6.5,0.364,9.6,19.2,0.5,6.9,9.2,0.7440000000000001,2.4,4.3,6.6,8.5,2.4,0.5,3.1,3.2,33.1,,121,113
Shaquille O'Neal,23,12,12,459,16.0,26.3,0.606,0.0,0.0,,16.0,26.3,0.606,5.9,14.9,0.39299999999999996,6.0,8.7,14.6,6.7,1.1,1.8,5.4,4.9,37.8,,112,111
Dennis Scott,27,12,12,446,6.0,14.6,0.414,3.3,8.7,0.377,2.8,5.9,0.46799999999999997,1.8,2.8,0.636,1.1,4.3,5.4,2.9,1.1,0.1,1.9,4.6,17.1,,111,116
Nick Anderson,28,11,11,418,7.4,17.0,0.433,2.4,8.4,0.28600000000000003,5.0,8.6,0.578,3.7,6.0,0.622,2.1,5.2,7.4,2.8,2.8,0.7,2.8,2.9,20.9,,107,111
Horace Grant,30,9,9,334,10.2,15.7,0.649,0.0,0.0,,10.2,15.7,0.649,2.2,2.5,0.867,5.2,10.6,15.7,2.2,1.2,1.0,1.0,3.9,22.6,,142,110
Brian Shaw,29,10,0,217,4.6,13.4,0.34600000000000003,2.1,5.7,0.364,2.6,7.7,0.33299999999999996,0.8,1.0,0.75,1.5,3.9,5.4,11.9,1.3,0.0,4.9,7.0,12.1,,96,116
Anthony Bowie,32,12,1,152,4.8,9.9,0.48100000000000004,0.0,0.0,,4.8,9.9,0.48100000000000004,1.5,1.5,1.0,1.1,5.2,6.3,5.2,1.1,0.7,1.8,5.9,11.0,,112,115
Jon Koncak,32,12,3,140,1.6,2.8,0.5710000000000001,0.0,0.0,,1.6,2.8,0.5710000000000001,1.2,2.8,0.429,3.2,6.0,9.2,1.2,2.0,1.6,1.2,15.6,4.4,,112,110
Donald Royal,29,7,0,92,4.3,7.3,0.583,0.0,0.0,,4.3,7.3,0.583,6.7,9.7,0.688,2.4,4.3,6.7,0.6,0.0,0.6,1.2,4.3,15.2,,133,118
Joe Wolf,31,11,0,85,5.3,15.1,0.348,0.7,2.0,0.33299999999999996,4.6,13.2,0.35,2.0,2.6,0.75,0.7,3.3,4.0,1.3,0.7,0.0,2.6,12.5,13.2,,82,117
Brooks Thompson,25,5,0,48,11.7,24.5,0.47600000000000003,1.2,7.0,0.16699999999999998,10.5,17.5,0.6,5.8,8.2,0.7140000000000001,3.5,2.3,5.8,8.2,0.0,1.2,10.5,8.2,30.3,,92,119
Anthony Bonner,27,4,0,16,3.5,10.5,0.33299999999999996,0.0,0.0,,3.5,10.5,0.33299999999999996,3.5,7.0,0.5,7.0,0.0,7.0,3.5,0.0,0.0,0.0,10.5,10.5,,118,121
