SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,25,POR,Mychal Thompson,26,3,,132,31,51,0.61,0,0,,31,51,0.61,0.61,13,18,0.72,5,18,23,4,3,9,7,10,75
1981,25,POR,Kelvin Ransey,22,3,,131,23,65,0.35,0,1,0.0,23,64,0.36,0.35,3,6,0.5,5,7,12,25,6,1,11,8,49
1981,25,POR,Kermit Washington,29,3,,128,12,23,0.52,0,1,0.0,12,22,0.55,0.52,2,2,1.0,14,38,52,7,8,2,7,9,26
1981,25,POR,Billy Ray Bates,24,3,,115,35,62,0.56,1,1,1.0,34,61,0.56,0.57,14,17,0.82,3,4,7,13,5,1,11,11,85
1981,25,POR,Calvin Natt,24,3,,95,14,31,0.45,0,0,,14,31,0.45,0.45,4,8,0.5,6,14,20,1,1,1,7,4,32
1981,25,POR,Bob Gross,27,3,,60,9,14,0.64,0,0,,9,14,0.64,0.64,9,14,0.64,5,3,8,5,2,2,5,9,27
1981,25,POR,Mike Gale,30,3,,51,4,16,0.25,0,0,,4,16,0.25,0.25,0,0,,2,3,5,9,5,0,2,2,8
1981,25,POR,Kevin Kunnert,29,3,,43,5,10,0.5,0,1,0.0,5,9,0.56,0.5,1,4,0.25,2,7,9,1,1,0,3,7,11
1981,25,POR,Mike Harper,23,1,,6,1,1,1.0,0,0,,1,1,1.0,1.0,1,1,1.0,0,1,1,0,0,0,0,0,3
1981,25,POR,Tom Owens,31,1,,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,1,0
1981,25,POR,Jim Paxson,23,1,,4,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
