Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,27,2938,SAS,San Antonio Spurs,22.0,NBA,PG,80.0,1149.0,14.3,0.55,0.36,0.23,1.6,6.8,4.2,22.2,1.9,0.6,15.2,20.5,,1.3,1.8,3.1,0.13,,0.1,0.8,0.9,0.9
2006,27,2938,SAS,San Antonio Spurs,23.0,NBA,PG,54.0,586.0,15.3,0.54,0.3,0.22,3.7,6.7,5.2,27.3,1.3,0.2,17.2,25.1,,0.5,0.8,1.3,0.11,,0.2,-1.2,-1.0,0.1
2007,27,2938,SAS,San Antonio Spurs,24.0,NBA,PG,73.0,948.0,10.3,0.46,0.33,0.17,1.5,8.7,5.2,20.6,1.5,0.1,13.1,21.3,,-0.3,1.4,1.0,0.05,,-2.8,-0.3,-3.0,-0.2
2008,26,2938,SAC,Sacramento Kings,25.0,NBA,PG,65.0,2080.0,13.3,0.54,0.19,0.21,2.0,10.2,6.2,22.2,1.4,0.4,16.1,19.8,,1.5,0.9,2.4,0.06,,-0.2,-1.2,-1.4,0.3
2009,26,2938,SAC,Sacramento Kings,26.0,NBA,PG,73.0,2270.0,12.3,0.52,0.16,0.22,2.4,9.0,5.7,24.7,1.8,0.4,17.2,18.2,,1.0,0.2,1.2,0.03,,-1.6,-1.5,-3.1,-0.6
2010,26,2938,SAC,Sacramento Kings,27.0,NBA,PG,79.0,2477.0,15.7,0.57,0.24,0.17,1.7,8.5,5.1,24.1,1.8,0.3,13.1,18.6,,4.2,1.3,5.5,0.11,,0.7,-0.2,0.4,1.5
2011,26,2938,SAC,Sacramento Kings,28.0,NBA,PG,79.0,2734.0,15.7,0.59,0.22,0.28,1.7,9.6,5.5,22.1,1.7,0.2,13.2,16.9,,5.6,1.6,7.2,0.13,,0.5,0.0,0.5,1.7
2012,17,2938,MIL,Milwaukee Bucks,29.0,NBA,SG,59.0,1080.0,13.1,0.49,0.18,0.17,2.6,8.0,5.2,32.2,1.8,0.1,17.8,17.7,,0.8,0.6,1.4,0.06,,-0.9,-1.2,-2.1,0.0
2013,31,2938,TOT,Total After Trade,30.0,NBA,"PG,SG",66.0,1457.0,14.2,0.52,0.21,0.22,2.5,8.2,5.3,32.3,1.5,0.2,17.2,19.3,,1.5,0.7,2.2,0.07,,0.0,-1.4,-1.4,0.2
2013,17,2938,MIL,Milwaukee Bucks,30.0,NBA,SG,39.0,719.0,13.6,0.52,0.21,0.14,2.5,9.5,5.8,30.4,1.1,0.2,17.3,18.5,,0.6,0.4,1.1,0.07,,-0.4,-1.1,-1.4,0.1
2013,22,2938,ORL,Orlando Magic,30.0,NBA,PG,27.0,738.0,14.9,0.51,0.22,0.29,2.6,7.0,4.8,34.2,1.8,0.1,17.0,20.0,,0.9,0.2,1.1,0.07,,0.4,-1.8,-1.3,0.1
2014,31,2938,TOT,Total After Trade,31.0,NBA,SG,41.0,643.0,12.7,0.52,0.24,0.17,1.8,9.2,5.4,28.0,1.9,0.5,19.7,17.2,,0.5,0.3,0.8,0.06,,-0.9,-0.9,-1.8,0.0
2014,20,2938,NYK,New York Knicks,31.0,NBA,SG,31.0,588.0,12.4,0.51,0.25,0.15,1.9,9.7,5.7,28.9,2.0,0.5,19.8,16.8,,0.4,0.3,0.7,0.06,,-1.0,-0.9,-2.0,0.0
2014,15,2938,MEM,Memphis Grizzlies,31.0,NBA,SG,10.0,55.0,16.0,0.65,0.11,0.33,0.0,4.3,2.2,18.0,1.0,1.5,19.5,21.5,,0.1,0.0,0.1,0.12,,0.6,-0.2,0.4,0.0
2015,15,2938,MEM,Memphis Grizzlies,32.0,NBA,PG,79.0,1494.0,15.4,0.55,0.19,0.2,1.5,9.4,5.5,24.0,1.6,0.4,13.9,19.6,,2.0,1.6,3.6,0.12,,0.3,0.3,0.5,0.9
2016,31,2938,TOT,Total After Trade,33.0,NBA,PG,44.0,707.0,9.5,0.5,0.22,0.1,1.3,10.0,5.8,24.9,1.0,0.1,20.4,16.7,,-0.1,0.5,0.4,0.03,,-2.7,-1.0,-3.6,-0.3
2016,15,2938,MEM,Memphis Grizzlies,33.0,NBA,PG,8.0,120.0,12.6,0.5,0.24,0.06,1.8,7.0,4.3,36.4,1.3,0.8,18.9,21.8,,0.0,0.0,0.1,0.02,,-0.2,-1.7,-1.9,0.0
2016,16,2938,MIA,Miami Heat,33.0,NBA,PG,36.0,587.0,8.9,0.5,0.22,0.11,1.2,10.7,6.1,22.5,1.0,0.0,20.8,15.7,,-0.1,0.5,0.4,0.03,,-3.2,-0.8,-4.0,-0.3
2017,9,2938,DET,Detroit Pistons,34.0,NBA,PG,39.0,560.0,16.2,0.54,0.16,0.17,1.1,10.3,5.6,35.4,1.2,0.0,14.5,19.6,,0.8,0.5,1.3,0.11,,0.6,-0.2,0.3,0.3
