Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1989,22.0,BOS,NBA,SG,3.0,124.0,15.1,0.543,0.023,0.209,1.9,13.9,8.0,25.8,1.3,0.0,11.3,19.1,,0.1,0.1,0.2,0.086,,1.7,1.2,2.9,0.2
1991,24.0,BOS,NBA,PG,11.0,316.0,12.5,0.534,0.03,0.3,3.0,10.3,6.9,23.0,1.6,0.2,18.1,19.1,,0.1,0.2,0.3,0.041,,-0.7,-0.3,-1.0,0.1
1992,25.0,MIA,NBA,PG,3.0,85.0,11.9,0.537,0.167,0.267,2.8,16.3,9.4,24.1,1.2,0.0,17.3,21.3,,0.0,-0.1,-0.1,-0.031,,-1.8,-0.9,-2.7,0.0
1994,27.0,MIA,NBA,SG,5.0,112.0,8.3,0.421,0.317,0.293,2.9,17.2,9.9,15.0,1.9,0.6,21.9,23.5,,-0.3,0.1,-0.2,-0.081,,-3.5,-1.0,-4.5,-0.1
1995,28.0,ORL,NBA,PG,21.0,355.0,14.4,0.503,0.463,0.26,5.7,14.9,10.3,29.2,1.7,0.9,15.9,21.2,,0.3,0.3,0.6,0.083,,1.2,0.2,1.4,0.3
1996,29.0,ORL,NBA,PG,10.0,217.0,8.4,0.437,0.423,0.077,3.5,8.7,6.1,29.8,1.3,0.0,26.1,15.9,,0.0,0.0,-0.1,-0.012,,-2.0,-0.7,-2.7,0.0
1997,30.0,ORL,NBA,PG,5.0,82.0,-2.2,0.241,0.316,0.211,1.4,11.3,6.3,16.7,0.7,1.1,27.8,17.4,,-0.4,0.0,-0.4,-0.228,,-8.0,-3.8,-11.8,-0.2
2001,34.0,LAL,NBA,SG,16.0,290.0,10.4,0.461,0.403,0.125,3.8,16.4,10.3,21.2,1.8,0.3,17.4,14.0,,0.2,0.5,0.7,0.111,,-1.0,1.2,0.1,0.2
2002,35.0,LAL,NBA,PG,19.0,238.0,10.9,0.425,0.508,0.063,4.3,11.6,8.1,19.3,1.1,1.8,11.0,13.8,,0.1,0.2,0.4,0.073,,0.4,0.9,1.3,0.2
2003,36.0,LAL,NBA,PG,12.0,215.0,6.8,0.378,0.531,0.061,0.5,20.5,10.1,15.9,1.0,1.7,15.2,12.3,,-0.2,0.2,0.0,-0.003,,-3.3,0.5,-2.9,0.0
