Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1997,22.0,TOR,NBA,C,63.0,38.0,1897.0,375.0,778.0,0.482,2.0,14.0,0.143,373.0,764.0,0.488,0.483,183.0,264.0,0.693,131.0,263.0,394.0,97.0,66.0,130.0,134.0,214.0,935.0,,0.0
1998,23.0,TOR,NBA,C,63.0,58.0,2002.0,308.0,747.0,0.412,0.0,2.0,0.0,308.0,745.0,0.413,0.412,149.0,244.0,0.611,203.0,263.0,466.0,111.0,68.0,230.0,134.0,200.0,765.0,,2.0
1999,24.0,NYK,NBA,C,46.0,0.0,945.0,136.0,261.0,0.521,0.0,0.0,,136.0,261.0,0.521,0.521,57.0,103.0,0.553,102.0,151.0,253.0,12.0,29.0,74.0,39.0,131.0,329.0,,0.0
2001,26.0,NYK,NBA,C,63.0,63.0,2127.0,304.0,580.0,0.524,1.0,8.0,0.125,303.0,572.0,0.53,0.525,150.0,225.0,0.667,196.0,527.0,723.0,52.0,66.0,136.0,63.0,205.0,759.0,,0.0
2002,27.0,NYK,NBA,C,29.0,29.0,1007.0,130.0,290.0,0.448,0.0,1.0,0.0,130.0,289.0,0.45,0.448,62.0,99.0,0.626,89.0,233.0,322.0,33.0,34.0,50.0,42.0,107.0,322.0,,0.0
2003,28.0,DEN,NBA,C,29.0,9.0,616.0,93.0,227.0,0.41,2.0,5.0,0.4,91.0,222.0,0.41,0.414,33.0,50.0,0.66,75.0,133.0,208.0,47.0,20.0,40.0,27.0,69.0,221.0,,0.0
2004,29.0,DEN,NBA,C,72.0,72.0,2162.0,262.0,549.0,0.477,0.0,2.0,0.0,262.0,547.0,0.479,0.477,98.0,136.0,0.721,211.0,516.0,727.0,132.0,86.0,187.0,98.0,239.0,622.0,,0.0
2005,30.0,DEN,NBA,C,66.0,66.0,2015.0,279.0,600.0,0.465,0.0,4.0,0.0,279.0,596.0,0.468,0.465,125.0,173.0,0.723,131.0,530.0,661.0,152.0,61.0,199.0,103.0,177.0,683.0,,0.0
2006,31.0,DEN,NBA,C,56.0,54.0,1857.0,302.0,649.0,0.465,1.0,11.0,0.091,301.0,638.0,0.472,0.466,111.0,156.0,0.712,132.0,536.0,668.0,115.0,79.0,184.0,92.0,158.0,716.0,,0.0
2007,32.0,DEN,NBA,C,70.0,70.0,2369.0,312.0,659.0,0.473,0.0,2.0,0.0,312.0,657.0,0.475,0.473,161.0,221.0,0.729,164.0,652.0,816.0,223.0,87.0,231.0,122.0,183.0,785.0,,0.0
2008,33.0,DEN,NBA,C,79.0,79.0,2758.0,286.0,635.0,0.45,6.0,20.0,0.3,280.0,615.0,0.455,0.455,143.0,202.0,0.708,230.0,807.0,1037.0,259.0,85.0,285.0,118.0,216.0,721.0,,2.0
2009,34.0,LAC,NBA,C,62.0,55.0,1925.0,254.0,496.0,0.512,1.0,4.0,0.25,253.0,492.0,0.514,0.513,132.0,182.0,0.725,161.0,529.0,690.0,127.0,51.0,132.0,93.0,129.0,641.0,,0.0
2010,35.0,TOT,NBA,"C,PF",74.0,74.0,2314.0,238.0,501.0,0.475,2.0,7.0,0.286,236.0,494.0,0.478,0.477,78.0,122.0,0.639,249.0,622.0,871.0,186.0,95.0,146.0,91.0,161.0,556.0,,0.0
2010,35.0,LAC,NBA,PF,51.0,51.0,1596.0,166.0,356.0,0.466,2.0,6.0,0.333,164.0,350.0,0.469,0.469,60.0,91.0,0.659,166.0,450.0,616.0,151.0,69.0,99.0,64.0,105.0,394.0,,0.0
2010,35.0,POR,NBA,C,23.0,23.0,718.0,72.0,145.0,0.497,0.0,1.0,0.0,72.0,144.0,0.5,0.497,18.0,31.0,0.581,83.0,172.0,255.0,35.0,26.0,47.0,27.0,56.0,162.0,,0.0
2011,36.0,POR,NBA,C,59.0,51.0,1540.0,117.0,294.0,0.398,0.0,1.0,0.0,117.0,293.0,0.399,0.398,43.0,70.0,0.614,182.0,424.0,606.0,121.0,40.0,92.0,62.0,140.0,277.0,,0.0
2012,37.0,TOT,NBA,C,59.0,53.0,1352.0,128.0,287.0,0.446,2.0,5.0,0.4,126.0,282.0,0.447,0.449,29.0,64.0,0.453,157.0,373.0,530.0,107.0,50.0,85.0,57.0,126.0,287.0,,0.0
2012,37.0,POR,NBA,C,40.0,40.0,894.0,67.0,161.0,0.416,0.0,0.0,,67.0,161.0,0.416,0.416,18.0,38.0,0.474,105.0,249.0,354.0,75.0,33.0,56.0,47.0,88.0,152.0,,0.0
2012,37.0,HOU,NBA,C,19.0,13.0,458.0,61.0,126.0,0.484,2.0,5.0,0.4,59.0,121.0,0.488,0.492,11.0,26.0,0.423,52.0,124.0,176.0,32.0,17.0,29.0,10.0,38.0,135.0,,0.0
2013,38.0,NYK,NBA,PF,24.0,4.0,250.0,17.0,53.0,0.321,0.0,0.0,,17.0,53.0,0.321,0.321,8.0,19.0,0.421,24.0,56.0,80.0,14.0,7.0,14.0,15.0,28.0,42.0,,0.0
