Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,4,430,CHO,Charlotte Hornets,Scott Burrell,1971-01-12,23.0,NBA,SF,51.0,16.0,767.0,4.6,11.0,0.42,0.1,0.3,0.33,4.5,10.7,0.42,2.2,3.3,0.66,2.2,4.0,6.2,2.9,1.7,0.8,2.1,4.1,11.5
1995,4,430,CHO,Charlotte Hornets,Scott Burrell,1971-01-12,24.0,NBA,SF,65.0,62.0,2014.0,5.0,10.6,0.47,1.7,4.2,0.41,3.2,6.4,0.51,1.8,2.6,0.69,1.7,4.9,6.6,2.9,1.3,0.7,1.5,3.3,13.4
1996,4,430,CHO,Charlotte Hornets,Scott Burrell,1971-01-12,25.0,NBA,SF,20.0,20.0,693.0,4.8,10.7,0.45,1.9,5.1,0.38,2.9,5.6,0.51,2.2,2.9,0.75,1.4,3.7,5.1,2.4,1.4,0.7,2.2,3.9,13.7
1997,31,430,TOT,Total After Trade,Scott Burrell,1971-01-12,26.0,NBA,SF,57.0,2.0,939.0,3.8,10.4,0.36,1.6,4.4,0.35,2.2,5.9,0.37,2.2,2.9,0.75,1.9,4.2,6.1,2.8,1.1,0.7,2.0,4.6,11.3
1997,4,430,CHO,Charlotte Hornets,Scott Burrell,1971-01-12,26.0,NBA,SF,28.0,2.0,482.0,3.4,9.8,0.34,1.4,4.1,0.34,1.9,5.7,0.34,3.1,4.0,0.79,1.8,4.1,5.9,2.9,1.0,0.8,1.9,4.5,11.3
1997,10,430,GSW,Golden State Warriors,Scott Burrell,1971-01-12,26.0,NBA,SF,29.0,0.0,457.0,4.2,11.0,0.38,1.7,4.8,0.36,2.4,6.2,0.39,1.2,1.8,0.65,2.0,4.3,6.2,2.8,1.1,0.6,2.2,4.7,11.3
1998,5,430,CHI,Chicago Bulls,Scott Burrell,1971-01-12,27.0,NBA,SF,80.0,3.0,1096.0,5.2,12.3,0.42,1.7,4.7,0.35,3.5,7.6,0.47,1.5,2.1,0.73,2.6,3.9,6.5,2.1,2.1,1.2,1.6,4.3,13.7
1999,3,430,NJN,New Jersey Nets,Scott Burrell,1971-01-12,28.0,NBA,SF,32.0,10.0,706.0,3.8,10.6,0.36,1.4,3.7,0.39,2.4,6.9,0.35,1.7,2.1,0.81,1.6,4.4,6.1,2.3,2.0,0.6,1.2,4.2,10.8
2000,3,430,NJN,New Jersey Nets,Scott Burrell,1971-01-12,29.0,NBA,SF,74.0,9.0,1336.0,4.4,11.3,0.39,2.2,6.3,0.35,2.2,5.0,0.44,1.1,1.3,0.78,1.8,5.1,6.9,1.9,1.8,1.2,1.0,4.7,12.2
2001,4,430,CHO,Charlotte Hornets,Scott Burrell,1971-01-12,30.0,NBA,SF,4.0,0.0,41.0,6.1,13.2,0.47,1.8,5.3,0.33,4.4,7.9,0.56,0.9,3.5,0.25,0.9,1.8,2.6,0.9,2.6,0.0,0.0,7.0,14.9
