Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,29,816,UTA,Utah Jazz,26.0,NBA,C,81,32,1528,3.4,8.3,0.41,0.0,0.0,0.0,3.4,8.3,0.42,1.4,2.1,0.66,2.0,8.9,10.9,2.6,0.6,6.5,3.3,6.1,8.3
1984,29,816,UTA,Utah Jazz,27.0,NBA,C,82,78,2139,3.3,7.0,0.47,0.0,0.0,0.0,3.3,7.0,0.47,1.2,2.1,0.59,2.5,7.5,10.0,1.9,0.4,5.9,1.6,5.1,7.8
1985,29,816,UTA,Utah Jazz,28.0,NBA,C,82,82,2813,3.9,8.6,0.45,0.0,0.0,,3.9,8.6,0.45,2.4,3.4,0.71,2.6,9.2,11.9,1.6,0.5,5.8,2.6,4.0,10.2
1986,29,816,UTA,Utah Jazz,29.0,NBA,C,80,80,2551,3.9,8.3,0.47,0.0,0.0,,3.9,8.3,0.47,1.7,2.9,0.6,2.4,7.1,9.5,1.4,0.5,5.2,2.2,4.0,9.5
1987,29,816,UTA,Utah Jazz,30.0,NBA,C,79,79,2505,3.4,8.4,0.4,0.0,0.0,,3.4,8.4,0.4,2.0,3.1,0.66,3.0,7.0,10.0,1.5,0.6,4.6,2.0,3.9,8.7
1988,29,816,UTA,Utah Jazz,31.0,NBA,C,82,82,2731,3.0,7.1,0.42,0.0,0.0,,3.0,7.1,0.42,1.6,2.5,0.62,3.0,6.4,9.5,0.7,0.5,4.0,1.7,4.2,7.5
1989,29,816,UTA,Utah Jazz,32.0,NBA,C,82,82,2914,2.3,5.0,0.46,0.0,0.0,,2.3,5.0,0.46,1.6,2.5,0.66,2.8,7.6,10.4,1.0,0.5,3.9,1.8,3.6,6.3
1990,29,816,UTA,Utah Jazz,33.0,NBA,C,82,82,2281,2.5,4.7,0.53,0.0,0.0,,2.5,4.7,0.53,1.2,1.9,0.67,2.7,6.8,9.5,0.6,0.5,3.2,1.2,3.8,6.2
1991,29,816,UTA,Utah Jazz,34.0,NBA,C,80,80,2580,2.4,4.1,0.58,0.0,0.0,,2.4,4.1,0.58,1.0,1.6,0.63,2.5,6.8,9.3,0.7,0.5,2.6,1.4,4.2,5.7
1992,29,816,UTA,Utah Jazz,35.0,NBA,C,81,81,2023,1.9,4.3,0.45,0.0,0.0,,1.9,4.3,0.45,0.9,1.5,0.6,2.7,6.1,8.7,0.7,0.6,3.6,1.1,4.3,4.7
1993,29,816,UTA,Utah Jazz,36.0,NBA,C,64,57,1104,2.3,4.2,0.55,0.0,0.0,,2.3,4.2,0.55,1.1,1.6,0.7,2.4,6.2,8.6,0.6,0.6,2.6,1.4,4.7,5.8
